Group.1	1HP	2HP	5HP	6HP	8HP	11HP	15HP	16HP	9HP	21HP	22HP	23HP	24HP	26HP	27HP	31HP	32HP	33HP	34HP	39HP	40HP	41HP	42HP	50HP	53HP	55HP	56HP	57HP	59HP	35HP	48HP	49HP	60HP	61HP	62HP	64HP	51HP	58HP	63HP	84HP	97HP	101HP	102HP	105HP	73HP	74HP	77HP	78HP	79HP	80HP	83HP	85HP	86HP	89HP	90HP	95HP	96HP	98HP	67HP	68HP	69HP	70HP	71HP	106HP	107HP	108HP	72HP	109HP	137HP	134HP	135HP	136HP	130HP	131HP	159HP	163HP	160HP	164HP	167HP	168HP
Carbohydrate metabolism| Glyoxylate and dicarboxylate metabolism	84.7409037812	132.5400848047	107.5002872697	378.6252816465	102.1496120736	329.2174426586	101.0908170635	88.4410293162	58.1780479544	84.7655090473	180.0250440003	198.4416704531	254.5191184544	131.068235104	245.3116807174	288.0414931578	228.1627250927	145.3077171695	228.1229832183	75.3435010157	111.7858882972	507.1660569538	155.7108154936	160.0167286218	158.9746101941	51.235877848	52.3441053465	50.3093000311	193.9838583834	98.270036899	19.2937309309	57.0308184831	17.8058235433	54.2204829115	51.1245347382	18.8117952559	100.5853162045	736.0928085573	91.9866275155	159.4386041686	200.5391845233	106.635145939	79.8893543761	295.3868505652	115.5605963908	203.4833864417	68.8883547785	75.8267153136	65.9113531282	353.5215412579	80.6830060303	145.4224726707	119.3026053419	85.7267322214	104.2225923114	191.8003877292	277.3371118764	228.3449803349	48.4555686713	100.2355962843	116.0022976509	200.4631308719	0	27.8439443169	20.4937129726	72.2709072914	19.7068549631	61.204569615	38.2237477178	42.9993409999	61.853599713	19.8937108285	128.1754027363	245.9726221775	127.3288904812	117.77389681	35.3755045554	101.2290109041	222.8547263457	214.1945842243
Carbohydrate metabolism| Inositol phosphate metabolism	0	0	0	0	0	0	0	0	0	0	0	53.4876889444	87.5961864416	0	0	124.2753161025	114.7558446952	0	65.3501640703	0	0	84.2811156791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306.8759100508	0	0	0	0	0	0	0	57.6741246219	0	0	0	0	29.4150193499	0	28.8313605561	14.7992671767	42.2130004997	0	0	0	15.2148377509	41.7841419486	0	0	0	0	12.2574153669	0	0	0	0	0	19.9690161429	0	0	0	0	0	0	0	55.9424610959	61.0181194219
Carbohydrate metabolism| Pentose and glucuronate interconversions	75.8092731183	120.0447150037	98.2563449083	617.804256437	120.7026991217	372.8553342379	93.2470312805	230.0764215222	88.1395454279	120.825637805	200.2473618011	289.8828536166	388.3872947926	117.2186333689	419.6376587734	513.8922612663	407.6859161437	292.9546668424	179.124144306	80.1622221019	114.446180642	304.0042056112	224.1353979123	153.8553135414	259.9943822182	62.87592878	65.3391156407	119.09690029	171.4707541855	71.6530137069	31.8203637015	66.1402074385	22.1348200216	52.6490560892	49.6960649821	29.9425109223	51.4804934384	778.2206244188	158.5676755345	283.0466076985	250.0079844657	122.0887658994	87.980710622	451.7473106643	133.4881798542	317.7266022442	120.755034523	203.6334834631	95.6589496549	492.5697307931	122.9196097635	174.1947221016	120.0564815361	65.4960424994	132.1236227243	246.0062194832	419.6190603302	308.3333463846	53.4310320676	185.237321534	148.1449308258	271.1358199406	46.9711457754	74.3909737761	37.9773143651	77.400295293	42.8623225468	75.4531734768	35.9573064532	54.2380969659	89.6210852864	36.1268451716	180.99267773	351.630912407	148.7665830196	103.6250309453	28.342091613	173.0643725579	282.9944896576	215.5859072504
Carbohydrate metabolism| Pentose phosphate pathway	247.4386547408	376.4088444732	261.5351567223	972.4753444592	257.6251470568	758.7241220442	243.5845989148	285.4931369295	167.2604672018	245.311021339	626.0654914515	445.5874833308	572.4420145324	345.7975098542	631.2290353284	640.3087028375	593.731020565	438.7308964147	569.3569591662	171.5976237607	284.2794244386	1095.0919382138	415.9454606731	277.1891782742	319.6987663597	124.8356948391	119.6824821308	179.4573211792	331.3564930358	254.7001251536	57.5702114459	135.22568046	53.5917089786	130.9815658222	144.414056007	65.2556912227	249.922646725	1311.0939932358	322.2863851896	433.686933291	452.5016858514	225.9404228125	198.0429165914	625.4058234599	297.7255329232	494.8416138709	185.3748040135	269.2492039993	175.5106073754	732.835819879	215.5761364851	397.2954452945	299.9458621392	164.8703088767	252.2919006116	426.6179518486	655.7053676014	472.1306601469	123.0391444948	251.7548293759	267.6619744406	401.2035534525	82.4586778354	117.4721966607	58.2966736241	164.0144062025	75.1825523957	168.4117561349	78.9224829156	98.1283931646	138.1076430762	68.183022515	337.2629071677	552.3420735907	301.7841569858	245.0976705762	54.0960011447	275.2777015948	527.1167612346	543.1012851565
Carbohydrate metabolism| Propanoate metabolism	75.4817119181	107.3689000142	110.9312891898	328.5339263249	95.3650448801	241.7476666328	99.0976166324	104.9838875552	65.7629208673	94.1575397132	204.7390873876	153.4946833287	203.2691054869	99.3318702324	212.8421808518	246.7448937981	184.8724207738	134.7453848053	192.97344365	63.0800185443	100.2324086378	342.9795074198	169.0824766016	121.0326625064	106.3913410914	42.9718139899	40.1306184002	56.3820916493	120.8503313391	78.1783219457	18.1160409119	49.5212291017	18.5168259562	42.6995927578	38.856458249	20.927096341	92.2202439043	508.0566127342	105.3912475117	136.3367244509	155.1488902213	90.2507195253	64.6678020951	198.7910823503	108.862627075	168.7588680831	63.0343721859	83.6213423451	62.4053371392	212.8295117514	64.3766066427	133.1144891182	109.1385476197	79.0993448768	95.050735674	147.5084844806	218.2686930637	149.8213561363	46.5773840547	92.2552542488	89.4527749499	138.0692653877	27.5125659344	38.6537523915	20.7467430193	51.4061323723	22.0776667317	70.6357847428	30.9711366531	40.1279984377	41.9888200316	24.9584886852	125.6337001847	191.945865405	107.5803795309	103.1337423463	14.6605565449	98.1063371798	200.8574389813	200.5325872157
Carbohydrate metabolism| Pyruvate metabolism	168.8426772796	255.4499582633	216.2024428424	665.6961726713	216.9066091809	488.2313146965	216.8680677735	241.3312690156	154.9013089233	215.4389847722	451.1978320634	320.8746252251	441.4717444923	232.7964074552	451.3951368686	518.6372060254	464.0486506048	341.991162949	418.0268091792	150.0219507296	219.5156967457	642.3472294118	321.9908553479	203.4104174304	231.5774735569	90.3523029228	84.4915121323	148.3574994673	220.5093190764	150.013831151	45.7517249273	109.1953894905	37.5231321126	88.0827404986	86.4099149178	60.3236474448	187.7973135193	846.7168927884	255.4592166652	336.6396600158	324.4489612859	187.2012862537	143.962935544	412.6379976182	235.9393460719	344.4536725311	156.3346429261	229.4863853366	139.1755783875	490.1664977656	150.797605331	305.2589343627	271.8994152336	167.5387227509	237.2894875068	302.8101217077	440.8336776846	311.724106698	100.4620916777	197.3784381838	184.4920129848	272.7087525654	76.9553581375	102.6405154084	46.0158851286	115.5505867411	64.9056600551	150.8557122661	65.8883329531	80.6651759135	87.4079916159	50.0613466894	245.47097581	389.8669386119	243.0550091218	218.2528351386	30.4149923594	235.2604391779	404.1181619234	445.1489274501
Carbohydrate metabolism| Starch and sucrose metabolism	140.0938957521	220.2112490883	147.7222250483	566.5673070085	144.5759603211	428.194657531	143.7173536771	212.9444576168	95.3693747129	141.2556418144	307.1359215454	227.0257562388	350.9371970697	205.5485853707	381.7912599354	372.6080666419	360.7501584918	270.7632459618	303.8910390947	92.6547677418	146.3730651685	704.0562060717	193.7236496013	144.2623666359	173.6024111265	67.7999482792	63.2946795888	107.7668532147	197.5135704495	161.9647192878	29.039010695	71.1576507321	23.7106949797	72.0830162629	87.4105115528	35.3830138122	114.175510319	758.2516320644	190.5738896669	252.9041093359	250.1090697554	125.3133024736	101.0321986788	317.3368392641	159.2981532116	235.5919574825	103.2785301086	175.1353778023	89.3872490417	411.4075260028	105.082294906	224.5837022931	150.6819999316	75.2846277423	132.3090309511	241.6196082255	370.8340542824	244.5275115501	64.2887446031	140.6357293927	140.7319471285	223.0130883299	51.0593836835	64.057536789	34.8018335295	85.2809890028	36.6992350644	91.1503669028	36.965354915	47.429369728	65.9913064326	43.3324116093	204.4946690855	284.7584724801	160.8212181174	128.9278065225	26.0090917494	145.5331206637	288.8251381069	331.1858384208
Cell growth and death	217.4299291273	377.9586636716	228.2896004928	647.075084159	246.1656572272	604.6657102328	237.7996629833	277.0277006962	147.9213021207	245.7584213853	511.7163169045	343.051800311	457.7777792523	301.8294998652	527.1767048273	551.8822745115	560.8446001496	455.2191005146	430.7903069765	151.7172677155	235.5479916299	864.8414529025	315.3063196728	137.7967836823	244.4192441401	107.2714035144	94.1625665799	191.5443438255	225.8289360475	226.0975167789	49.9692050424	107.1035774379	38.342919353	97.0770562777	113.3512508639	60.2184200849	196.6590252947	1295.7842734225	332.9777632824	363.1054636106	338.7021320222	179.3786281327	161.0918289896	467.6515827746	249.8223844974	359.5961907072	197.4478969941	301.2640489691	145.4052245439	543.7895259626	165.9776416405	358.4522264414	263.3648100434	155.6302590273	234.501961062	331.6869087134	484.719850269	310.4661518866	108.2762130101	220.9300100272	208.3543822308	286.5275337821	85.3562086959	118.0752815226	60.3064076875	116.0723482935	69.0364671778	133.0491694589	63.4750589761	87.0580063734	88.9884939564	85.6852320544	321.4044929142	408.179946347	258.7503877802	181.0425965782	15.7811683715	253.0622052284	407.3604487783	392.1857379525
Cell growth and death| Apoptosis	0	0	0	0.6825558624	0	0	0	0	0	1.2082022751	0	0	0	0	0	0	0	0	0	0	0	0.7574201673	0.5737354463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8445019575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1664178525	0	0	0	0	0.8016956255	0	0	0	0	0	0	0
Cell growth and death| Cell cycle - Caulobacter	217.4299291273	377.9586636716	228.2896004928	646.3925282966	246.1656572272	604.6657102328	237.7996629833	277.0277006962	147.9213021207	244.5502191102	511.7163169045	343.051800311	457.7777792523	301.8294998652	527.1767048273	551.8822745115	560.8446001496	455.2191005146	430.7903069765	151.7172677155	235.5479916299	864.0840327352	314.7325842265	137.7967836823	244.4192441401	107.2714035144	94.1625665799	191.5443438255	225.8289360475	226.0975167789	49.9692050424	107.1035774379	38.342919353	97.0770562777	113.3512508639	60.2184200849	196.6590252947	1295.7842734225	332.9777632824	363.1054636106	338.7021320222	179.3786281327	161.0918289896	467.6515827746	248.9778825399	359.5961907072	197.4478969941	301.2640489691	145.4052245439	543.7895259626	165.9776416405	358.4522264414	263.3648100434	155.6302590273	234.501961062	331.6869087134	484.719850269	310.4661518866	108.2762130101	220.9300100272	208.3543822308	286.5275337821	85.3562086959	118.0752815226	60.3064076875	116.0723482935	69.0364671778	131.8827516064	63.4750589761	87.0580063734	88.9884939564	85.6852320544	320.6027972887	408.179946347	258.7503877802	181.0425965782	15.7811683715	253.0622052284	407.3604487783	392.1857379525
Cell motility	464.3451546524	816.3565653681	7.5138444593	15.3076105	266.5463570883	1259.8505532341	306.0792628773	154.1517599035	16.4106166797	58.2836191523	542.6908387149	202.7818653394	9.7019840252	441.2186491219	247.0302520329	18.8370488439	176.2909278301	264.3703520933	711.4339935334	122.2502112474	517.2311197241	2913.8838692495	216.5168626722	199.9557272682	4.408503699	135.6122229446	25.8789555073	19.7985983599	406.7697841206	685.0898495945	0	20.7880749554	6.2528337178	149.7837970286	300.3306901799	9.6614374489	0	934.8774641413	337.2252011706	35.9710662138	312.0496973056	186.9696348972	227.6109566713	263.066936572	203.3910580577	191.0330488007	110.9584641087	29.6527432741	104.2970458762	27.6634579355	104.0282657926	414.8825322171	45.2310219508	256.3536014215	248.4049013093	301.4833155825	274.3401511332	73.7254387044	132.6926718392	13.259769315	147.3514701416	28.2428169249	7.9980766271	9.5738046474	2.2998001217	137.3287912144	4.5171441105	7.9823946053	77.3159147558	111.1184452418	18.1628570078	118.9846358798	376.7068304909	5.9979762518	275.8849520879	234.8528407738	12.8419570213	33.5741022581	398.3046398962	255.9616202946
Cell motility| Bacterial chemotaxis	291.5705393693	509.8833694863	0	0	155.7392305331	773.2070938396	197.9315522274	95.6171254921	0	0	385.5101575944	125.6495803907	0	268.3253498587	156.9310766012	0	113.9321512129	160.9321932961	439.3772154084	73.0591275589	305.5118890338	1782.6221967445	120.319456738	112.3337492481	0	84.8956357022	0	0	265.8197923959	423.3511975069	0	0	0	90.9512368097	187.6602732008	0	0	657.7489257687	217.9184796793	0	195.2478700196	115.9641999873	140.4696557656	162.758318402	131.6895667527	127.7632363976	67.7596835064	0	70.08463755	0	65.0950147416	252.9816864373	0	166.1181001122	159.6226237533	186.4304574326	171.3081439227	47.7110367238	85.5833345206	0	93.682608056	0	0	0	0	79.8171991915	0	0	42.8642786804	63.6838613023	0	78.9460195931	235.6555865585	0	181.7508578627	143.6297245347	0	0	228.6414131498	163.1757020964
Cell motility| Flagellar assembly	172.7746152831	306.4731958818	7.5138444593	15.3076105	110.8071265552	486.6434593945	108.1477106499	58.5346344114	16.4106166797	58.2836191523	157.1806811205	77.1322849487	9.7019840252	172.8932992632	90.0991754317	18.8370488439	62.3587766172	103.4381587972	272.056778125	49.1910836885	211.7192306903	1131.261672505	96.1974059342	87.6219780201	4.408503699	50.7165872424	25.8789555073	19.7985983599	140.9499917247	261.7386520876	0	20.7880749554	6.2528337178	58.8325602189	112.6704169791	9.6614374489	0	277.1285383726	119.3067214913	35.9710662138	116.801827286	71.0054349099	87.1413009057	100.30861817	71.701491305	63.2698124031	43.1987806023	29.6527432741	34.2124083262	27.6634579355	38.933251051	161.9008457798	45.2310219508	90.2355013093	88.782277556	115.0528581499	103.0320072105	26.0144019806	47.1093373186	13.259769315	53.6688620856	28.2428169249	7.9980766271	9.5738046474	2.2998001217	57.5115920229	4.5171441105	7.9823946053	34.4516360754	47.4345839395	18.1628570078	40.0386162867	141.0512439324	5.9979762518	94.1340942252	91.2231162391	12.8419570213	33.5741022581	169.6632267464	92.7859181982
Cellular community - prokaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.3193562485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.8699788109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellular community - prokaryotes| Vibrio cholerae pathogenic cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.3193562485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.8699788109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Digestive system	2.2891903176	6.5666578057	3.2343725318	80.6614246211	10.5157961099	30.7928235677	3.4523273918	15.6713256334	6.9272962408	4.3372763609	6.6097599638	33.3853295106	31.5375624628	8.9560933936	44.1578126435	26.2591351609	45.1749382718	27.2585605787	10.2406917467	3.9155461437	4.2377365394	0	7.3670688679	0	34.6397966202	4.6707132218	6.5011551972	7.7756488918	13.5458017247	2.2684283683	1.3460563439	5.6267336526	1.986224386	3.4068359249	1.7656425278	2.3847472192	1.1796086624	13.6210517854	7.0928032409	28.4753872911	28.9629765094	8.8287632311	6.0092524024	55.6284879558	8.7825052747	33.3612812981	4.6805394595	11.9264174391	2.1710996223	70.2150703596	13.1985987173	6.7871256775	2.8608465914	0	5.383650859	16.8645911147	43.7193904608	41.6698356112	2.9553422046	11.244441763	12.9475550867	36.141601504	2.4749862747	3.0612969752	0.8854591924	7.0214933294	0	1.6931954735	1.148745034	1.4036636905	9.7919051087	1.2477290397	15.2990486309	48.3816041261	11.7137079717	1.3965852761	0	11.6661516837	22.6778574679	31.735564824
Digestive system| Protein digestion and absorption	2.2891903176	6.5666578057	3.2343725318	80.6614246211	10.5157961099	30.7928235677	3.4523273918	15.6713256334	6.9272962408	4.3372763609	6.6097599638	33.3853295106	31.5375624628	8.9560933936	44.1578126435	26.2591351609	45.1749382718	27.2585605787	10.2406917467	3.9155461437	4.2377365394	0	7.3670688679	0	34.6397966202	4.6707132218	6.5011551972	7.7756488918	13.5458017247	2.2684283683	1.3460563439	5.6267336526	1.986224386	3.4068359249	1.7656425278	2.3847472192	1.1796086624	13.6210517854	7.0928032409	28.4753872911	28.9629765094	8.8287632311	6.0092524024	55.6284879558	8.7825052747	33.3612812981	4.6805394595	11.9264174391	2.1710996223	70.2150703596	13.1985987173	6.7871256775	2.8608465914	0	5.383650859	16.8645911147	43.7193904608	41.6698356112	2.9553422046	11.244441763	12.9475550867	36.141601504	2.4749862747	3.0612969752	0.8854591924	7.0214933294	0	1.6931954735	1.148745034	1.4036636905	9.7919051087	1.2477290397	15.2990486309	48.3816041261	11.7137079717	1.3965852761	0	11.6661516837	22.6778574679	31.735564824
Endocrine system	18.1256654106	31.1897994432	20.5611550067	66.7259057379	24.2081202987	62.0828617582	21.9349230479	21.2016819234	0	19.2328205364	54.464941445	39.4321710801	47.7779481217	29.6604956966	49.7376237494	41.3980420979	48.309656427	33.1523679686	40.0384859884	14.0772488304	25.5182503898	83.4269729266	24.2142778135	0	18.0879941854	9.8791745855	8.5950064689	12.1037075819	28.3922793976	21.2243364369	4.4323173614	9.7955786378	4.431229278	10.1358017241	11.7083087056	0	17.4883836394	48.8041369211	23.4119114094	38.7016536865	40.8098583321	18.145226618	15.9756574259	46.4838282091	24.6991457216	37.1127531569	14.778282894	19.6180871596	13.3310502061	59.7533605447	22.2590640557	27.0331099243	20.2036646456	13.9132559176	18.7458851758	35.9873985395	49.5977871796	37.2734189801	10.4183267165	20.3131098213	18.9850943182	22.9433722098	0	0	0	14.7484399327	0	12.8425037836	5.092698608	7.2435284784	10.9225225604	0	33.6363093018	42.2707813074	26.8680769981	17.6827679603	0	18.1414408828	38.7313748818	33.8920032634
Endocrine system| Insulin signaling pathway	18.1256654106	31.1897994432	20.5611550067	66.7259057379	24.2081202987	62.0828617582	21.9349230479	21.2016819234	0	19.2328205364	54.464941445	39.4321710801	47.7779481217	29.6604956966	49.7376237494	41.3980420979	48.309656427	33.1523679686	40.0384859884	14.0772488304	25.5182503898	83.4269729266	24.2142778135	0	18.0879941854	9.8791745855	8.5950064689	12.1037075819	28.3922793976	21.2243364369	4.4323173614	9.7955786378	4.431229278	10.1358017241	11.7083087056	0	17.4883836394	48.8041369211	23.4119114094	38.7016536865	40.8098583321	18.145226618	15.9756574259	46.4838282091	24.6991457216	37.1127531569	14.778282894	19.6180871596	13.3310502061	59.7533605447	22.2590640557	27.0331099243	20.2036646456	13.9132559176	18.7458851758	35.9873985395	49.5977871796	37.2734189801	10.4183267165	20.3131098213	18.9850943182	22.9433722098	0	0	0	14.7484399327	0	12.8425037836	5.092698608	7.2435284784	10.9225225604	0	33.6363093018	42.2707813074	26.8680769981	17.6827679603	0	18.1414408828	38.7313748818	33.8920032634
Energy metabolism	624.0421193267	496.4089952482	533.4111633787	2571.3544996151	432.8706398542	1915.2663199132	545.5028910506	597.3408217167	341.2513454397	736.5917038747	1545.0168348625	1293.7947955422	1983.6680996947	499.8740310601	1987.3921430003	1717.8960731976	1501.7664592702	874.772562464	1891.2109619589	356.8310986966	379.132213806	3054.0413631102	1056.8023336827	581.1417608781	647.7412486543	200.1226345675	271.361722686	366.8108116816	1014.7096814013	315.4835220454	115.4107873369	236.5004892229	72.5559559492	180.2987869415	169.9526089344	106.3677825675	452.4214372085	3831.0697492978	1035.6961683551	1007.6736705349	776.2475327566	823.4478102801	556.0215425328	1118.2081469751	809.4437182813	1339.5635092316	313.4892755065	664.1697863817	241.7539143611	1296.2482705402	422.9080838767	1087.162262821	400.0162263374	251.3799528945	560.0752454875	1107.3307116355	1163.3844012234	1361.9370908281	193.1596866922	575.1122916319	768.5548172917	1178.5699489613	143.2712585918	180.1880343875	33.7143432446	242.66425124	117.5904011742	450.7244430812	152.3447327105	194.7383582607	282.0473851203	92.8661341531	899.3522928813	1048.6725886845	495.1909267832	810.6224823499	58.2300407951	959.0856209957	1295.925999588	822.2648705229
Energy metabolism| Carbon fixation in photosynthetic organisms	303.7733320278	0	0	944.9282174115	0	821.2648545329	0	0	0	333.4909829397	718.0824283234	514.6747712809	633.5290314483	0	835.194021832	0	0	0	727.235228455	0	0	1157.3827911899	435.9829625935	205.3472649819	0	0	0	0	344.9981006306	0	0	0	0	0	0	0	0	1320.737688755	487.6673311615	0	0	306.5395118544	251.3136456624	0	357.8385413809	532.3785009831	0	0	0	0	0	521.5663971758	0	0	0	473.6576173139	0	517.4637448297	0	0	312.5292288992	436.2295812965	0	0	0	0	0	200.0887156562	0	0	0	0	394.3089296819	0	0	321.6336526947	0	392.6425374126	530.64845261	0
Energy metabolism| Carbon fixation pathways in prokaryotes	132.529942978	202.9092986271	206.0428334182	687.6993354612	197.2282944161	471.202305779	172.9708800022	275.93567343	160.6065230235	184.4947715603	340.404044238	350.0463861846	444.2575677555	209.6349870095	514.4441624328	600.808572008	573.5047395252	409.9963466344	333.8190687689	113.8277435395	160.24950474	495.7294046575	267.8243656781	0	289.4343890644	88.9832991985	93.0935878008	176.5629739128	192.9988211287	125.1831647864	34.6966806009	103.6283120809	29.7352527922	74.3365999807	69.1974146424	62.3069991285	122.0225147834	672.8981807237	258.5611495795	356.2698675139	353.4691020198	165.122789851	127.9647986098	497.7987059605	194.3397753416	358.9982069154	137.2719029798	262.4961255532	104.0656687106	577.4595549118	147.3333207504	237.8033646879	162.494606992	106.2720811648	197.3423121166	265.0111875817	506.2599099039	363.1649599024	85.8440360133	209.5164625743	200.5874869381	319.7737027037	84.9854155666	106.4412894557	0	104.4967614861	72.0721902847	103.9072877331	51.0282934853	66.2518838878	91.8866170136	42.7559737811	220.2150156229	467.5012793028	222.3498863586	145.8275851658	17.4659570396	263.1719305496	329.3710508173	354.4000549138
Energy metabolism| Methane metabolism	67.8191676359	109.1806633557	183.6984081538	303.394699537	84.1170617522	214.0641178476	83.900373309	95.2490117496	61.8815524729	76.9545862922	181.1172921821	149.5181990363	193.3210907378	100.7379693812	205.7391232029	251.6077721052	197.4739995923	141.9647561778	177.5451463828	56.5510980096	79.5581252905	284.1864886544	117.5009639135	83.7722674956	114.399051892	38.2083956892	39.4855567704	59.9983522336	94.9455201968	69.8303588563	17.6145693532	45.3876550534	16.1807161227	38.7646171964	36.6494486961	0	72.5375991679	394.1268796429	96.6611899219	140.2823754749	151.0567214719	80.1542266472	62.7215314152	197.9511375217	89.7936432403	149.9107077055	61.5690713615	86.9277320009	48.5112531409	227.5182517604	63.2635866562	110.5529136006	90.9746139508	50.3217346858	76.7212828536	127.9789300866	210.8253317781	169.0931684753	39.2016885702	76.3003641727	88.0407396628	135.5686820128	0	0	0	49.5064958228	0	52.7914361769	22.8742241078	28.4628831692	39.8674582713	17.0057157104	106.3408940569	195.0042726485	97.8158504413	76.9596821501	13.7174764443	106.3695321702	151.571197295	166.9677065015
Energy metabolism| Nitrogen metabolism	72.1652989399	111.7114037324	81.0425373584	375.3693933741	90.7113684416	233.749044151	83.1271476556	131.5932100632	67.6392324866	86.5463333207	190.2657746406	161.0519909789	236.5294423081	108.8682538618	245.7401878539	276.9415302974	256.0693547952	186.2961909643	181.2729075986	58.2156059465	82.7794081845	320.1683327445	143.4215161074	121.217811664	139.786020769	41.6466392781	44.1381020972	74.7580182309	129.8006160952	70.3581003943	17.4607689352	50.5719320417	15.8976550696	39.0256092524	37.0325950729	25.6827589288	65.2828823423	549.4786346156	117.28159962	162.605537941	152.3405822886	82.8926431908	66.345424897	237.4154231799	98.1094784776	176.1256709819	68.0961962466	117.8021213619	51.8392476975	277.5601601284	67.4676692951	130.8742911681	87.9636981323	55.4682636341	98.1384079188	140.1045699193	259.0154163405	182.3023065541	39.6694414743	92.480456973	94.024159661	172.1841805137	33.8240860104	44.6347558566	18.4773025267	51.3461728952	25.7178500638	57.1237552988	25.5860598873	31.1114519919	42.8758608983	20.9099718664	106.5896530612	225.2518302547	102.5646344831	87.6651883141	19.8367883468	116.7116849648	177.5391355408	183.2472614884
Energy metabolism| Oxidative phosphorylation	47.7543777451	72.607629533	62.6273844483	259.9628538313	60.8139152443	174.9859976027	60.639141312	94.5629264739	51.1240374567	55.1050297618	115.1472954784	118.5034480615	162.9235111523	80.6328208076	186.2746476787	225.1819269021	187.8167142942	136.5152686875	118.7127070717	40.3954814595	56.545175591	186.2210290753	92.0725253902	47.9120153053	104.1217869289	31.2843004017	32.3990853469	55.4914673043	69.2128460789	50.1118980084	12.5498237285	36.9125900469	10.7423319647	28.171960512	27.073150523	18.3780245102	48.006865919	273.7876214188	75.5248980722	120.7337844964	119.3811269763	58.5298219249	47.6761419484	185.042880313	69.3622798409	122.1504226457	46.5521049186	81.4252306322	37.3377448121	213.7103037396	51.7865340604	86.3652961886	58.5833072623	39.3178734098	70.1024232722	100.578406734	187.2837432009	129.9129110666	28.4445206344	70.7436296881	73.3732021306	114.8138024346	24.4617570148	29.1119890752	15.2370407179	37.3148210359	19.8003608257	36.8132482162	18.3497173916	22.970770615	34.6284267099	12.1944727952	71.8978004584	160.9152064785	72.4605555002	52.8155891167	7.2098189644	80.1899358985	106.7961633249	117.6498476192
Energy metabolism| Sulfur metabolism	0	0	0	0	0	0	144.8653487718	0	0	0	0	0	313.1074562927	0	0	363.3562718849	286.9016510633	0	352.6259036819	87.8411697415	0	610.3533167886	0	122.8924014313	0	0	62.2453906707	0	182.7537772711	0	33.0889447191	0	0	0	0	0	144.5715749959	620.0407441418	0	227.7821051087	0	130.2088168118	0	0	0	0	0	115.5185768335	0	0	93.0569731146	0	0	0	117.7708193263	0	0	0	0	126.0713782238	0	0	0	0	0	0	0	0	34.5064378385	45.9413685968	72.7890222272	0	0	0	0	125.7207849085	0	0	0	0
Environmental adaptation	56.8276186589	84.2705322778	53.3887243579	100.6187454919	69.4110110838	125.4040664023	70.4330171546	64.5891501447	39.9946053661	62.6215760035	123.6422807856	66.8343324314	66.631496493	70.2712930753	89.5517701338	77.8825211135	103.3133885389	87.6425696618	101.8360388439	53.3619739436	72.2085952744	171.2896216685	91.9644902586	28.5900431882	35.4791111382	23.9352599123	20.3807491483	46.5974050505	48.3527347723	45.8290527404	13.4038328742	26.3050097876	11.0480491564	25.7723838441	23.6582388641	20.0366017339	59.6285340113	146.4473565727	73.6564366987	83.3605433198	72.8424258569	46.8658858607	45.0634038033	76.6546247514	59.8277519331	68.0714997224	49.2697037756	65.2838347226	50.0865779175	99.4441982889	39.9945578983	94.7384525803	89.554031737	58.4603678174	78.3993859455	77.762322247	78.0488068345	53.4250702119	31.4969136427	44.6235222474	42.4968205465	50.1085924197	30.5173921164	37.8029440981	19.2917789934	29.4015253681	24.9902096463	35.441181945	21.8409264986	24.932230216	17.3033222624	17.4704236434	62.6969111836	65.0887457485	63.4175132592	60.6282051885	4.6656532954	57.518102626	103.2060132592	107.2206206774
