Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
GO:0000716	109.702	443.799	204.49	551.277	156.325	142.729	82.109	92.064	27.548	35.196	138.978	25.024	50.042	52.084	75.502	404.627	674.538	404.627	118.562	151.691	595.12	674.538	157.189	258.359	389.862	801.494	409.569	917.655	1771.731	464.782	71.852	683.232	440.645	779.403	202.209	402.955	426.852	347.429	1540.71	54.194	148.42	36.681	151.068	193.585	71.294	52.628	235.685	119.66	158.907	337.997	39.615	38.51	68.201	60.832	236.829	425.046	154.151	658.644	35.196	1141.684	207.439	40.958	96.81	526.933	76.755	157.714	749.908	806.584	237.39	103.869	238.067	261.868	16.066	771.214	98.004	560.774	619.241	60.317	127.96	470.641
GO:0000723	898.512	1090.504	483.152	79.534	250.699	299.895	65.376	482.055	182.437	5460.489	446.763	150.899	97.171	26.255	239.727	158.957	1722.842	158.957	113.25	1507.935	99.314	1722.842	1450.752	1365.724	2344.792	1572.451	978.019	1326.854	1088.211	2179.615	5879.825	700.938	2809.018	1315.239	351.493	52.179	0	2.217	788.242	105.2	172.842	2326.977	400.757	350.614	2516.717	572.871	97.893	749.973	102.32	488.819	48.679	382.132	433.236	868.668	460.442	2034.948	705.934	1254.855	5460.489	2110.799	278.454	29.439	2663.352	36.641	468.545	521.982	2227.886	2794.919	1099.663	268.217	1153.247	1573.019	7.205	1995.588	1874.302	576.237	177.625	1267.224	53.464	152.476
GO:0000724	153.045	1037.21	99.158	5209.796	184.799	180.148	104.553	882.373	597.051	114.908	56.384	67.273	152.508	170.674	232.051	109.519	510.581	109.519	184.985	676.12	1377.279	510.581	591.534	256.439	392.751	550.862	1157.977	886.968	3873.395	204.026	465.09	1397.827	364.9	363.547	201.552	4884.356	953.439	539.71	742.668	64.411	492.335	117.766	171.621	309.207	65.088	802.87	1743.053	123.777	57.463	365.18	646.632	25.558	19.69	511.879	358.975	962.049	209.98	2748.423	114.908	551.642	131.05	204.154	165.947	577.01	139.394	151.421	115.76	536.631	732.67	87.174	1037.103	416.576	91.225	1961.276	178.559	693.455	228.626	89.235	111.043	132.827
GO:0000737	52.954	204.594	47.299	268.468	30.419	47.701	23.605	35.328	0	21.024	35.176	9.875	10.245	0	14.088	29.655	203.919	29.655	29.311	473.923	356.453	203.919	385.073	11.862	265.892	5.728	4.369	151.646	65.052	35.565	11.825	17.165	35.569	225.331	63.654	74.645	487.711	380.588	223.199	21.629	131.322	52.114	18.039	10.857	30.642	14.209	19.743	18.612	13.628	120.386	43.077	2.5	5.819	35.912	7.291	37.661	17.586	75.227	21.024	80.92	30.093	3.488	58.556	119.159	34.098	101.519	5.66	43.916	27.149	19.023	13.441	48.305	4.123	58.354	23.249	435.691	137.871	9.2	47.743	15.444
GO:0000747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.028	0	0	0	0	0	75.647	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000774	321.233	3385.459	657.957	5078.252	523.174	626.76	468.28	1038.752	490.259	2707.404	351.514	432.897	412.29	118.239	490.678	565.56	2166.634	565.56	744.525	2355.258	2152.335	2166.634	1514.466	1432.684	1770.729	1300.107	1660.315	3248.302	5066.322	1321.242	3453.543	2052.603	2234.821	1937.249	991.747	3793.12	2116.159	1344.234	2720.465	239.434	872.064	1090.647	897.51	825.908	1656.121	583.819	1138.305	584.913	446.89	1292.759	715.667	300.006	331.702	2836.892	1061.678	1475.097	743.044	3049.039	2707.404	4042.064	1404.642	196.001	567.587	2067.65	451.232	1385.214	1750.79	2088.617	963.296	412.822	1346.444	1875.095	52.508	2217.417	1547.232	4484.499	996.152	875.098	297.179	1246.451
GO:0000784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.731	0	0	0	0	0	19.254	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000786	0	0	0	0	5.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.569	11.479	0	0	2.711	0	0	9.181	0	0	0	0	0	0	0	32.123	0	0	0	0	0	0	0	0	0	0	0	0	0	3.821	0	0	0	0	0	0	0	0	1.3	0	0	0	2.865	0	0	0	0	0	13.133	0	0	0	0	0	0	0	0	0	0	3.448	0
GO:0000796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.797	0	0	0	0	0	3.645	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.165	0	0	0	0	0	7.167	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000906	814.73	2243.91	632.757	5655.991	435.84	574.097	466.31	1210.573	733.432	3237.095	444.757	483.621	410.894	478.075	792.038	357.64	1371.705	357.64	734.965	2061.905	2326.214	1371.705	1808.737	1677.919	2722.867	2122.079	2034.177	4362.806	5722.851	1832.13	3901.366	2158.601	2235.866	2345.465	830.982	3633.947	968.286	500.462	2553.78	316.981	958.784	1193.052	900.154	915.482	1875.569	1150.592	1236.027	661.055	654.397	1138.365	923.483	279.11	429.739	726.396	1181.867	1956.841	662.978	3410.308	3237.095	3593.07	1431.216	143.65	1485.856	881.228	697.907	1529.305	2200.862	2582.032	1405.715	498.725	1752.446	2018.387	83.111	2463.375	1851.979	3488.388	420.044	1014.059	200.05	700.549
GO:0000917	3261.074	12030.724	3588.711	33138.392	3518.02	4196.58	3030	6034.198	4172.198	11434.867	1806.731	2446.558	2458.822	2773.188	3170.595	3136.126	9876.746	3136.126	3834.373	9272.069	10768.396	9876.746	8201.86	8018.281	8317.483	8500.61	9895.977	13326.189	27133.081	7552.002	13010.092	12165.431	8740.694	10277.256	4563.428	31353.16	13036.792	8796.946	16801.134	1167.924	5368.601	5454.788	5103.497	4201.579	5807.244	7868.151	8985.004	3828.764	1814.729	9458.181	5068.291	1324.213	1905.247	6712.328	4807.135	10721.396	3021.434	21803.193	11434.867	15522.08	7912.161	1643.244	5725.542	12620.366	3273.769	4317.131	8733.959	13543.572	6825.741	2011.946	8632.325	7563.835	1084.172	16740.688	5144.252	17243.894	5702.853	4183.991	2088.583	5184.342
GO:0000932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.775	0	0	0	0	0	30.681	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.216	0	0	0	0	0	24.175	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000967	584.22	2710.026	782.166	4474.821	441.69	620.294	454.48	929.028	357.328	2658.587	521.941	265.589	302.056	435.811	485.928	779.501	2538.777	779.501	439.718	2236.941	1870.832	2538.777	1727.468	1596.504	2564.867	2276.329	1657.242	2746.71	4725.26	2318.469	2766.846	1804.011	2578.669	2080.906	765.532	3616.699	1830.769	1297.779	2540.5	200.364	690.55	1310.085	758.085	704.336	1346.351	869.595	1339.642	615.025	445.301	1797.524	472.028	223.887	245.549	1773.949	874.382	2049.924	744.448	3015.552	2658.587	3861.628	1259.998	263.416	1478.591	1874.881	595.806	1104.151	2198.178	3369.073	1159.217	443.613	1460.443	1621.054	119.812	2305.757	1291.072	2938.781	949.71	891.673	333.02	882.912
GO:0000978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.504	0	0	0	0	0	32.76	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001046	2.528	1.263	0	7.587	0	5.054	13.869	0	0	5.047	0	0	2.532	110.652	0	0	0	0	1.252	1.261	6.324	0	0	5.058	30.34	42.952	1.266	0	2.532	2.532	0	1.261	0	0	1.266	125.117	7.59	30.321	0	0	0	0	5.055	1.266	0	159.08	2.532	2.532	0	0	0	1.266	0	0	0	0	0	18.954	5.047	1.253	17.632	49.679	1.266	0	0	7.556	0	3.929	0	2.525	0	0	80.813	0	0	1.266	0	0	27.738	0
GO:0001077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.176	0	0	0	0	0	22.361	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.444	0	0	0	0	0	10.457	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.916	0	0	0	0	0	11.023	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001123	204.322	1916.269	258.205	4753.985	366.873	542.683	638.241	955.236	458.909	199.905	172.511	391.311	315.199	793.532	414.995	301.822	572.619	301.822	602.183	799.773	1596.946	572.619	837.967	647.121	480.979	973.546	1291.847	3452.173	6147.392	303.102	559.826	2054.209	549.651	1354.075	935.468	6022.264	2055.927	1531.653	3177.852	192.517	929.477	255.724	517.808	646.68	289.131	1773.529	1069.288	572.074	564.294	1182.01	776.524	164.783	208.669	512.855	856.339	1257.571	466.083	3352.478	199.905	4364.602	1271.036	607.736	326.846	1261.258	176.982	621.937	796.185	2227.424	689.34	261.156	711.814	978.7	590.467	1906.158	477.826	4647.098	490.922	243.871	330.379	888.963
GO:0001191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.096	0	0	0	0	0	161.757	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001407	110.314	228.561	206.037	2755.845	190.007	114.81	104.54	170.255	357.104	52.641	54.186	42.671	60.834	396.029	199.597	148.768	554.6	148.768	71.698	553.939	1881.063	554.6	310.83	145.764	639.144	2834.706	444.366	875.441	1244.205	438.633	185.354	743.969	500.644	771.992	147.976	1806.611	2007.821	1744.346	1677.331	107.641	332.963	181.943	164.068	205.816	54.55	759.571	783.681	171.581	261.911	123.9	510.686	96.132	16.541	325.721	255.345	209.612	127.762	1791.379	52.641	652.502	125.964	326.28	99.252	445.315	99.952	290.981	292.452	920.828	117.856	62.242	346.291	530.743	274.561	304.084	130.849	1745.472	115.865	98.868	176.706	162.55
GO:0001508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.153	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001514	28.134	200.014	31.764	169.457	23.914	27.553	74.548	125.739	8.716	48.44	21.754	79.902	94.081	130.445	50.576	43.025	139.905	43.025	70.395	119.787	298.555	139.905	176.564	36.162	92.242	553.863	89.194	106.846	216.404	130.326	48.204	164.501	114.364	60.695	21.431	460.129	589.256	535.281	234.536	22.139	59.152	25.163	66.318	52.67	35.181	302.8	89.763	9.752	19.1	43.994	59.184	28.783	20.173	248.059	72.649	72.154	31.529	121.782	48.44	319.878	176.631	68.463	48.927	56.633	17.719	71.753	43.834	312.489	39.203	50.76	42.102	128.923	86.728	161.953	24.724	51.652	133.259	35.132	69.918	55.929
GO:0001664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.767	0	0	0	0	0	4.497	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.273	0	0	0	0	0	6.874	0	0	0	0	0	0	0	0	0	0	1.017	0
GO:0001678	22.359	112.825	138.583	17.993	11.124	43.902	11.7	101.345	9.447	68.062	116.042	1.664	5.848	20.659	29.294	11.188	273.109	11.188	42.22	16.362	92.222	273.109	37.062	74.107	634.984	213.747	27.581	19.528	37.04	228.396	122.299	29.274	335.147	36.197	12.918	11.943	0.849	0	24.991	9.387	13.781	0	7.727	23.25	5.169	8.61	31.017	2.58	3.443	19.825	8.618	0	0.863	10.307	26.712	12.913	5.172	80.086	68.062	21.539	33.563	4.5	113.49	161.168	30.122	0.779	110.294	145.326	71.469	15.492	203.22	53.321	0.857	24.847	31.874	563.602	579.929	13.447	144.667	64.606
GO:0001680	4.614	190.026	20.471	1287.686	2.452	18.331	42.086	109.558	1.589	29.205	7.353	12.699	13.703	113.095	0	7.664	42.953	7.664	137.905	132.585	139.628	42.953	34.142	53.076	47.266	145.189	43.252	10.238	50.79	16.193	2.601	157.756	116	29.861	5.484	367.572	120.567	132.492	73.334	8.546	12.965	0.84	58.106	20.61	10.896	157.617	53.45	14.662	2.528	14.412	17.862	14.563	3.453	32.989	23.363	50.605	5.157	84.659	29.205	235.541	280.25	129.938	28.138	60.557	24.381	557.593	3.085	196.979	23.839	187.709	111.107	27.455	67.33	44.855	23.182	18.833	17.64	6.496	81.771	270.941
GO:0001682	838.139	2911.251	576.09	3470.066	458.546	635.375	484.243	829.601	573.054	2737.522	403.648	429.512	422.506	372.712	275.657	678.601	1609.505	678.601	777.022	2863.721	2440.779	1609.505	1853.641	1912.461	1701.943	1515.594	1315.002	2558.156	3553.484	1433.149	3807.986	1669.476	2443.993	2181.524	697.564	3841.082	1440.608	998.392	2400.894	252.082	869.532	1571.597	814.674	599.217	1823.875	851.119	1353.903	603.298	266.357	1694.92	628.049	187.037	195.157	2880.977	757.374	2259.254	801.888	3094.607	2737.522	3064.806	1384.022	141.485	1482.972	1118.95	689.02	835.878	2067.613	2459.128	1525.256	428.57	1422.06	2285.766	42.254	2848.569	1408.737	3104.051	851.298	839.603	529.063	792.447
GO:0001726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344	0	0	0	0	0	3.537	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.215	0	0	0	0	0	10.756	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0002094	625.603	761.424	507.165	1260.103	196.67	302.372	101.914	268.189	111.555	2959.361	427.972	85.622	53.053	565.022	278.909	148.347	1796.891	148.347	281.845	776.952	650.316	1796.891	823.964	1532.282	1393.775	1884.893	489.926	818.827	674.064	1160.6	3179.628	1071.085	1488.916	1161.765	448.39	726.517	516.606	422.849	656.497	125.172	182.577	1286.568	258.768	426.046	1271.55	864.3	203.738	347.835	105.426	303.254	125.862	181.79	178.132	417.092	478.866	1337.383	351.585	1001.896	2959.361	1040.749	329.942	251.263	1281.399	1059.347	533.525	828.303	1959.709	2012.622	1032.541	473.688	1061.615	870.771	220.413	1095.18	1151.327	645.295	830.206	581.131	220.277	409.218
GO:0002098	193.092	1505.49	372.187	5693.696	479.716	611.353	550.671	1029.725	537.499	207.275	176.423	444.937	472.736	471.95	359.1	198.194	601.289	198.194	828.136	985.763	1678.344	601.289	779.005	589.731	1206.162	1371.704	1375.596	2276.34	5100.019	378.289	646.391	1879.468	602.851	1375.88	655.187	5991.405	1362.145	854.785	2721.554	124.654	811.266	643.339	785.49	613.972	259.103	1494.67	1242.778	436.243	351.263	1354.898	662.406	105.345	165.907	554.12	742.93	1337.473	366.909	3022.662	207.275	2008.185	1425.35	487.09	500.173	1350.808	320.666	1287.039	668.485	1581.384	977.786	408.111	1137.886	982.056	338.46	1995.763	408.662	3893.809	1043.132	227.908	486.823	1178.615
GO:0002100	722.173	1475.351	661.682	4254.666	480.728	593.855	349.256	650.167	260.732	2766.718	463.266	312.778	273.873	435.825	708.234	547.91	2755.222	547.91	739.525	1276.991	2481.442	2755.222	960.962	1953.767	2200.951	2329.964	1147.225	2285.058	3897.207	1478.122	3117.144	1634.224	2571.305	1718.448	736.406	3042.651	2298.482	1533.889	1590.101	211.417	545.684	1497.815	503.873	590.787	1254.056	1032.392	1007.262	618.12	269.589	1131.007	401.34	225.906	348.897	409.293	815.466	1929.382	453.431	2308.701	2766.718	2560.188	1066.085	204.477	1317.158	1986.741	640.002	1029.557	2312.876	3198.037	1139.239	647.151	1330.366	1203.142	136.508	2061.681	1233.472	3030.204	1431.684	643.416	346.238	1018.803
GO:0002161	1334.877	4032.885	1235.724	13225.732	1057.491	1431.571	1491.576	2436.185	961.228	869.286	839.56	891.339	773.744	951.464	842.32	1214.619	4484.926	1214.619	1794.068	2222.128	4866.317	4484.926	2267.208	3941.756	4354.965	4910.742	3575.153	5545.281	10178.741	3411.193	1448.265	5440.22	2997.97	4943.535	1728.298	8195.742	5441.855	3165.71	5112.228	528.163	1814.153	1598.504	1320.607	1336.486	629.256	2251.573	2562.358	1622.709	660.156	3636.124	1360.858	199.415	260.556	1220.085	1585.65	3805.472	645.532	5950.287	869.286	7623.085	4540.023	519.593	2396.173	4390.914	1255.297	2853.955	4104.548	5799.763	2543.245	1256.925	3141.892	2261.323	280.11	4600.146	939.494	6606.595	2075.164	577.817	1044.237	2825.201
GO:0002181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.052	0	0	0	0	0	103.769	0	0	0	0	0	0	0	0	0	0	0	0
GO:0002935	765.477	2096.144	752.825	4513.788	456.986	590.356	438.494	849.443	505.096	444.935	493.289	247.086	318.51	631.125	443.435	769.893	2498.589	769.893	721.605	619.224	1958.573	2498.589	1036.108	1993.893	2855.122	2315.986	1450.009	2408.911	4370.823	1834.467	786.616	2072.229	2132.13	2190.895	631.755	3455.382	1587.112	938.724	2097.497	250.845	693.46	1435.649	592.212	619.647	211.058	999.691	941.326	744.418	317.736	1580.385	569.163	85.895	71.867	647.285	755.783	2097.137	298.623	3036.468	444.935	2926.645	1373.036	209.506	1456.301	1631.641	607.694	944.766	2193.875	2896.088	1493.275	495.559	1795.9	1031.787	99.247	2464.725	455.66	2361.482	1173.242	292.043	317.736	972.962
GO:0002949	1757.014	5394.401	2286.211	15733.129	1680.246	1933.726	1472.5	3285.972	1360.878	6725.825	1323.87	1180.838	1255.323	1589.931	2251.517	2051.87	7661.823	2051.87	2373.983	4732.812	6943.342	7661.823	3912.723	5484.783	8536.713	6364.711	4954.86	7890.857	13896.839	5099.299	7620.109	6918.472	7971.75	6228.579	2392.606	12186.935	6195.862	4164.112	8666.587	635.395	2477.413	3651.822	2349.541	2120.528	3395.908	3144.491	3988.884	1840.941	996.77	4546.756	1955.065	793.397	909.486	1639.528	2652.517	5661.737	1736.172	9832.004	6725.825	8431.472	4595.305	750.071	3424.236	6306.664	1921.258	3569.588	6522.327	8454.85	3590.49	1630.459	4571.683	4213.955	396.426	7079.291	3526.761	10305.921	3527.325	2219.676	1185.497	3207.794
GO:0003333	71.304	19.936	52.23	312.227	29.027	191.397	656.848	57.87	2.185	229.592	0	32.456	71.619	3198.201	14.554	60.04	8.02	60.04	72.809	32.478	315.284	8.02	65.858	326.742	997.338	3017.039	27.013	0	73.045	41.522	2.705	478.533	40.877	29.992	19.972	7283.388	817.367	1665.388	139.501	0.902	11.721	11.98	149.465	43.224	42.223	5582.488	149.395	31.599	49.503	19.052	142.449	28.982	8.941	48.336	75.752	84.897	22.152	896.611	229.592	102.231	663.509	2269.841	32.091	21.042	10.657	212.736	0.903	47.337	18.173	160.474	22.49	189.192	2002.319	10.077	31.296	37.563	115.31	5.409	820.208	52.784
GO:0003682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.236	0	0	0	0	0	6.311	0	167.631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.352	0	0	0	0	0	40.143	0	14.719	0	16.833	0	87.342	0	0	0	0	0	0	0	14.724	0	0	0	398.749
GO:0003684	3623.468	11541.069	4568.694	21623.358	3049.846	3971.317	2084.297	6123.073	2404.403	12808.148	1994.858	1894.229	2861.416	2635.591	5368.935	3810.099	12789.353	3810.099	3681.196	8432.418	11943.03	12789.353	8496.968	7939.094	10175.361	11127.703	9493.954	16398.445	27810.591	9259.351	15772.634	11727.436	9396.36	10367.838	4982.532	26523.079	10289.011	8260.558	15982.671	1777.317	4535.532	5985.626	3751.616	3759.598	6973.03	6813.574	6157.21	3156.82	2446.734	5934.742	4252.473	1363.988	1615.283	5190.011	4520.909	10307.341	3397.676	16334.654	12808.148	16065.606	5096.104	1886.978	5740.83	11166.482	3541.292	5143.425	11223.509	15275.546	8637.579	2507.139	9432.091	8628.841	1001.358	13459.279	6257.807	16279.759	6421.077	3663.403	2003.142	5764.139
GO:0003688	308.852	3430.047	719.328	5249.92	589.796	571.226	492.618	1132.209	566.947	3160.085	394.017	533.243	508.125	578.284	646.399	724.321	2462.24	724.321	748.938	2227.974	2675.829	2462.24	1902.481	1505.701	2400.303	1797.906	1761.96	3268.309	5301.443	1578.719	3606.485	2277.462	2550.808	1696.22	874.44	4997.68	2621.024	1633.227	2513.318	240.518	927.338	922.29	887.606	796.173	1605.542	879.261	1417.928	476.383	462.055	1612.661	794.117	324.221	477.833	1653.252	913.03	1219.163	713.506	3565.817	3160.085	4111.287	1277.721	293.596	614.132	2170.557	464.78	1221.752	1947.232	2399.837	1149.178	436.301	1416.272	1714.436	130.593	2532.23	1426.884	4327.332	1109.33	996.784	348.448	907.91
GO:0003697	3167.752	12371.586	5704.178	22367.239	3578.599	6271.884	2171.742	4524.429	2154.732	12403.277	2039.738	2783.824	3700.545	3388.663	13241.937	8336.278	18216.897	8336.278	3816.411	6435.7	13431.51	18216.897	11030.447	13309.502	18371.791	17555.259	7469.678	15263.554	20496.462	15291.492	40765.055	8921.282	10879.896	8129.154	6102.133	20209.275	9013.438	7474.513	14388.341	1300.82	3790.269	8178.298	3919.802	3559.86	8145.15	7212.792	7477.774	4550.993	2298.017	8343.089	3942.008	1198.945	1498.707	7099.898	4331.162	14232.125	3252.468	18948.98	12403.277	12153.562	6337.785	1511.88	7037.997	13084.47	5948.878	5070.345	17769.061	14672.099	10902.013	2854.128	12700.387	7172.839	1569.012	11379.104	4870.88	13570.781	4451.988	7225.091	1647.267	4982.171
GO:0003713	160.157	1042.952	271.536	5466.345	654.782	448.298	637.626	1107.966	129.449	84.374	87.345	233.199	711.292	108.529	239.975	412.045	619.991	412.045	517.556	944.535	257.186	619.991	555.098	867.64	489.104	416.356	953.119	1338.544	2015.056	1034.472	381.655	1217.292	280.638	1821.156	457.638	4458.344	833.319	731.668	2160.359	321.84	933.063	116.702	566.644	233.172	189.299	718.593	941.842	444.241	314.975	382.155	1052.148	112.502	26.95	151.725	234.877	979.092	369.215	1676.906	84.374	1219.802	946.17	180.122	299.325	1482.624	142.621	396.42	517.16	1074.781	1277.682	162.262	249.974	833.46	107.555	1810.429	428.281	2800.919	242.783	212.929	93.453	362.537
GO:0003714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.189	0	0	0	0	0	8.402	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003725	1572.097	2747.457	1518.41	6244.523	867.208	1087.568	532.174	1282.426	671.571	4370.448	1001.009	326.107	421.057	971.918	1068.465	895.703	5108.911	895.703	1134.574	2347.623	2848.9	5108.911	2390.074	2536.063	3694.317	4294.534	2073.207	3948.378	6120.29	4407.963	4625.525	3985.823	4094.958	3760.57	1078.663	4394.548	2240.984	1426.087	2867.101	300.756	1121.534	2589.414	1047.815	1196.832	2106.075	2068.49	1405.15	1191.35	375.894	1863.914	690.968	339.466	487.137	982.704	1580.534	3705.581	967.028	4641.198	4370.448	4814.805	1805.622	513.353	3007.223	2997.238	1234.613	1925.552	4473.768	5757.253	2623.508	1066.686	3020.278	2397.232	422.155	4244.963	2063.511	3588.207	1935.434	1133.435	706.733	1564.824
GO:0003727	512.079	1566.91	694.775	164.046	223.34	350.937	127.788	362.642	131.921	2937.862	463.177	77.379	111.14	641.993	485.242	409.958	2273.33	409.958	211.479	847.5	744.124	2273.33	676.585	1368.877	2705.908	2002.983	440.966	1179.635	734.059	2037.63	3000.982	697.394	1806.006	1012.69	332.874	1122.671	739.482	499.146	681.038	87.742	197.633	1155.531	370.68	275.324	1326.129	857.845	210.314	383.829	132.692	586.98	163.231	210.723	347.007	240.411	449.402	1088.203	320.648	885.899	2937.862	860.749	302.659	228.436	1089.444	1224.482	399.01	256.983	1724.295	1948.837	873.445	288.483	757.755	894.4	296.299	765.049	922.001	754.331	751.381	843.209	290.584	192.88
