Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
GO:0030307	0	0	0	4.95	0	4.95	4.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.116	4.854	0	0	0	0	0	0	0	0	0	14.851	4.926	0	0	0	0	0	19.404	4.854	0	0	0	0	0	0	0	4.95	0	0	14.827	4.926	0	78.565	0	0	63.543	73.706	0	0	0	0	0	3.678	0	0	0	0	0	0	0	0	0	0	4.902	4.95
GO:0030308	0	0	0	19.895	0	0	13.134	0	0	0	0	0	0	0	3.322	0	0	0	0	0	3.322	0	0	3.3	62.686	3.425	0	0	0	3.289	0	3.322	0	0	0	3.145	3.367	3.425	0	0	0	0	9.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.132	0	3.322	13.191	22.259	0	0	0	3.322	0	3.668	0	0	0	0	0	0	0	0	0	0	3.279	3.322
GO:0030420	91.471	771.617	62.996	2691.294	92.562	191.016	222.569	454.656	239.035	53.008	17.581	155.752	79.15	199.818	105.372	69.861	373.664	69.861	139.26	446.762	1224.699	373.664	222.304	277.627	282.625	118.746	605.382	366.387	1760.537	136.987	203.199	680.08	456.597	162.901	175.008	2329.749	932.781	702.082	428.806	50.366	287.99	21.257	226.908	174.031	44.982	470.277	740.785	138.305	71.604	638.243	314.556	45.989	30.247	312.256	176.205	442.687	95.348	1247.49	53.008	533.308	850.462	135.322	132.914	334.028	60.697	97.146	67.693	345.856	285.904	54.584	457.939	240.961	70.685	982.576	91.613	582.315	80.001	49.364	55.518	172.664
GO:0030422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.355	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.716	0	0	0	0	0	41.423	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030436	60.765	549.162	102.644	2821.582	151.93	280.649	223.638	439.603	272.391	57.727	82.89	193.18	210.886	5.084	149.63	127.97	422.038	127.97	329.858	501.531	613.853	422.038	631.626	231.214	212.184	217.716	754.357	815.473	2293.978	164.029	222.424	677.502	185.428	423.781	295.22	2555.305	893.176	839.494	931.902	79.537	334.889	205.678	255.567	196.147	52.439	399.171	1021.457	200.047	117.483	834.363	371.157	42.091	19.568	412.339	216.271	720.801	145.124	1428.663	57.727	363.681	721.565	16.392	151.723	495.199	84.796	199.682	133.793	470.811	480.48	82.877	490.594	240.114	4.002	1172.11	143.262	1045.939	225.262	59.492	49.864	336.716
GO:0030437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.208	0	0	0	0	0	76.395	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.595	0	0	0	0	0	43.732	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030488	6	0	28.332	10.755	0	7.646	31.186	5.614	0	3.087	0	4.053	5.56	168.328	0	0	0	0	47.591	0	4.657	0	4.057	19.294	24.443	184.977	4.036	0	4.55	0	0	7.637	0	0	3.596	339.865	35.154	58.114	0	2.028	0	0	33.854	4.695	3.042	224.82	4.56	1.567	0	0	0	4.509	0	1.57	1.515	3.04	0	37.726	3.087	8.648	17.08	67.286	1.563	0	0	10.557	0	22.375	0	3.13	0	63.376	81.182	0	13.594	9.159	12.327	0	68.145	13.636
GO:0030515	0	0	22.82	0	0	0	7.874	7.874	0	0	0	7.874	7.752	0	0	0	0	0	7.874	0	0	0	0	7.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.874	0	0	0	0	0	0	0	0	0	0	0	0	0	7.874	0	11.749	0	0	0	0	0	27.175	0	0	0	31.373	0	0	0	0	0	0	46.058	46.654
GO:0030570	0	3.924	175.172	0	0	0	0	1.309	0	10.465	2.612	0	0	0	23.547	0	0	0	1.219	3.271	5.233	0	0	0	64.73	22.245	0.654	0	0	11.773	0	1.129	0	0	0	0	0	0	0	0	0	0	2.613	1.127	1.309	15.694	0	0	0	4.58	0	0	0	0	0.565	0	3.925	89.576	10.465	0.654	0	0	98.093	0	5.228	3.38	3.271	25.513	49.045	8.452	77.154	1.308	0	0	1.961	0	1.963	5.227	0	0
GO:0030599	1473.747	826.297	719.949	787.683	395.945	654.942	81.172	461.063	299.084	3789.638	847.61	124.217	163.403	1174.887	1895.017	289.036	6951.399	289.036	184.187	1171.589	832.96	6951.399	1418.244	1855.954	4067.717	2241.127	671.788	1274.422	1793.693	3378.644	3359.231	436.373	3761.077	1864.448	636.85	628.895	3030.808	1857.165	2649.568	200.703	643.297	2115.797	425.73	362.113	1518.68	1002.932	466.425	924.245	289.824	626.28	398.941	224.812	303.119	262.149	479.305	2555.588	403.226	1587.225	3789.638	1467.525	332.805	134.113	2527.705	5972.402	819.508	621.997	2174.506	3615.731	1469.905	602.986	1653.709	1111.514	86.75	2204.435	1316.16	1791.234	391.551	705.836	103.829	174.174
GO:0030604	716.666	1152.56	635.368	3857.382	555.098	738.666	394.762	967.43	439.063	3971.532	400.412	424.469	426.309	199.182	1068.375	628.356	1894.285	628.356	591.553	1705.714	1801.193	1894.285	1543.641	1461.444	1581.975	1639.501	1306.646	2533.671	4008.377	1338.589	4380.095	1520.33	1851.22	1609.707	738.537	3068.556	1734.451	1112.327	2645.815	207.869	645.549	1722.133	727.674	656.345	1931.368	1083.44	893.998	715.728	359.299	1669.597	518.203	374.357	545.228	530.055	887.088	2081.415	740.414	2809.585	3971.532	2940.941	1138.488	121.196	1521.771	1919.506	637.452	968.859	1690.866	2973.647	1097.876	448.024	1384.589	1722.158	113.916	2033.103	1799.844	3665.221	1188.271	1098.694	306.277	887.421
GO:0030632	147.346	925.53	143.117	5094.262	454.295	310.147	587.727	695.597	365.26	122.8	68.518	386.257	365.224	459.612	281.322	170.695	616.952	170.695	765.376	783.812	1773.102	616.952	598.1	496.585	518.213	1421.851	1203.06	1832.744	3825.855	285.276	354.206	1349.782	777.092	867.37	854.215	4806.236	2462.185	2285.524	1172.83	186.118	571.774	131.221	600.435	420.36	178.93	1237.528	1126.68	279.862	428.728	865.252	539.709	130.087	123.786	244.203	536.254	595.058	210.244	2242.73	122.8	2028.448	1244.817	380.21	216.154	777.687	134.406	1072.242	605.533	911.496	492.392	411.144	667.134	711.052	280.58	1140.07	254.735	3217.357	471.177	175.313	268.607	729.375
GO:0030643	655.575	2196.369	829.694	6241.612	499.456	647.094	502.224	755.453	379.604	419.297	471.822	325.661	272.66	420.49	471.77	443.819	2497.586	443.819	857.381	677.098	1769.117	2497.586	800.555	1137.517	2725.123	2106.247	1307.251	1825.801	4343.436	1908.982	755.753	1805.718	2221.135	1753.486	865.3	3984.944	2146.527	1441.378	2909.404	219.01	627.083	1239.534	543.773	522.096	189.183	936.082	1403.51	677.328	350.265	1308.364	598.291	76.782	34.01	475.506	622.941	2091.677	221.75	2864.497	419.297	1113.513	1403.825	167.299	1509.029	1778.449	522.89	1531.506	1806.174	3010.86	1228.359	714.202	1763.258	1214.747	69.351	2428.469	452.15	3132.829	1151.509	209.074	342.37	1425.639
GO:0030677	0	0	34.524	0	0	0	30.309	3.195	0	0	0	17.294	7.722	0	0	0	0	0	42.796	0	0	0	0	18.846	0	1.524	5.932	0	0	1.524	0	0	0	0	0	0	0	0	0	1.524	0	0	36.806	0	4.367	10.738	0	0	0	0	0	0	0	0	0	0	0	4.098	0	32.873	0	0.562	0	0	0	0	0	1.793	0	0	0	112.471	0	0	45.311	0	0	0	137.274	62.435
GO:0030686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.246	0	0	0	0	0	26.293	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.398	0	0	0	0	0	36.046	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030696	25.884	490.967	26.268	1530.022	46.272	68.504	146.967	104.503	34.245	44.412	22.931	41.986	153.894	222.155	29.419	47.295	79.702	47.295	98.629	226.545	323.819	79.702	95.178	98.998	116.552	652.07	163.163	911.334	1175.086	30.596	83.814	568.148	336.903	175.542	238.01	990.387	620.226	489.086	445.117	53.006	144.899	45.881	119.994	126.599	60.07	388.218	69.044	114.304	103.21	60.034	96.291	57.485	62.419	25.866	211.129	102.333	53.702	463.053	44.412	1375.771	249.069	266.458	56.54	193.73	23.826	569.863	253.338	463.362	120.306	169.838	128.521	120.309	144.506	142.526	89.382	1398.788	162.038	46.843	143.054	367.86
GO:0030819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821	0	0	0	0	0	3.104	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.579	0	0	0	0	0	18.712	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.277	0	0	0	0	0	7.496	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030955	1480.639	2627.859	1509.492	8173.753	791.494	1265.578	660.24	1363.284	645.158	5588.044	935.127	687.927	821.053	1786.277	1157.205	486.38	5226.406	486.38	1123.871	2104.902	3058.772	5226.406	2212.454	3390.891	5178.359	4735.074	2251.874	3379.176	5796.077	3696.197	4627.313	3380.424	5037.699	3039.915	1416.742	5752.463	3455.908	2665.293	4214.43	367.123	1179.341	3128.948	1039.141	1027.716	1810.248	3048.989	1929.768	1272.153	577.085	2489.921	1069.911	404.736	505.485	1282.162	1139.417	3804.018	798.374	4427.831	5588.044	3023.301	2264.293	627.155	3133.61	3691.38	1290.958	2929.092	4012.573	5380.162	2510.05	1192.584	3022.338	2395.773	590.683	3569.657	1798.85	5486.178	2445.837	1290.818	842.601	1912.176
GO:0030968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.719	0	0	0	0	0	18.732	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030975	88.147	800.434	102.427	3011.307	262.952	303.437	266.724	447.463	464.377	105.708	104.121	242.817	223.422	137.593	162.037	125.422	527.495	125.422	336.273	570.943	1339.046	527.495	459.253	327.515	389.584	455.728	769.025	994.797	2288.289	176.45	330.334	1077.321	400.345	543.938	484.141	2699.205	1315.369	986.09	849.098	132.64	467.161	137.846	399.368	277.537	110.053	407.608	1119.199	277.66	236.622	944.892	652.248	52.325	34.666	412.826	347.071	941.745	206.347	1390.026	105.708	643.751	958.508	154.739	175.036	648.567	99.994	197.479	278.606	1052.245	393.955	152.648	353.942	439.06	44.875	1021.574	160.724	2085.996	254.578	151.051	135.29	518.363
GO:0030976	3382.428	6620.151	4355.557	17420.199	2564.568	2673.554	2045.125	4186.807	1509.642	11352.1	2156.649	1328.515	1560.155	2815.134	3691.032	3433.405	12159.678	3433.405	3142.745	5170.785	8164.618	12159.678	5139.089	9574.852	12305.921	14287.272	6133.242	8985.237	14524.509	9961.474	12323.068	10105.693	12427.602	9191.06	3686.728	13089.658	8980.476	5532.732	9125.693	1018.489	2784.368	7930.926	2735.317	2566.726	5048.219	5390.439	4237.853	2860.936	1278.805	5602.925	2116.223	1053.078	1191.382	1886.942	3246.62	8643.893	2241.818	13675.025	11352.1	7912.231	5191.693	939.983	7334.856	8266.205	3360.58	5467.397	12392.782	13379.686	6487.444	2803.379	8164.427	6215.866	899.084	9669.194	4872.72	12536.723	5711.368	3106.983	2026.019	4743.039
GO:0030983	1407.93	5962.093	3239.659	12364.343	2151.928	2531.993	1270.708	3730.925	1221.978	6790.629	1629.365	1200.939	1358.72	1781.697	4761.683	4600.29	9698.205	4600.29	2908.883	5011.02	4985.013	9698.205	4458.363	5268.6	7176.014	7509.295	5008.788	9964.357	14712.625	7496.99	23318.142	6294.601	6015.586	6526.175	4421.023	9716.694	4809.203	3579.351	7125.849	688.99	2031.382	3235.352	2760.802	2237.291	4289.612	2350.173	3350.047	2168.122	2660.551	4009.187	1888.384	906.634	1443.055	3860.551	2839.474	5104.709	1949.026	9118.885	6790.629	8938.129	3818.578	507.548	4011.801	7129.676	1763.176	3259.118	8279.383	6705.736	4944.922	1955.882	5996.196	5481.039	136.612	5075.502	3759.265	9189.087	2767.727	2640.769	756.742	4166.395
GO:0031011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.418	0	0	0	0	0	10.529	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.373	0	0	0	0	0	10.441	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.258	0	0	0	0	0	6.823	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031071	869.555	2405.311	787.785	6111.741	709.523	914.416	632.305	1536.931	607.391	3240.529	504.708	629.105	605.288	821.869	1934.423	938.016	2895.172	938.016	743.908	1898.127	2913.906	2895.172	1733.579	2084.687	2075.123	2365.398	2030.233	2913.885	5437.141	1560.4	3964.057	2389.32	2873.475	2275.264	1253.802	5764.123	2388.714	1815.023	1622.261	264.285	1187.171	1552.134	1043.096	880.855	2015.077	1474.063	1938.723	658.85	465.347	1778.982	576.188	496.07	662.607	1000.727	1113.595	2192.004	797.468	3649.258	3240.529	2897.523	1560.051	317.819	1619.16	2382.577	710.192	1349.902	2747.518	2855.803	1516.169	657.086	1718.636	1753.744	243.891	2689.167	1600.231	5499.293	1175.301	1179.963	416.231	951.71
GO:0031110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.072	0	0	0	0	0	9.814	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031119	1442.246	4093.688	1588.288	12354.874	1272.047	1364.161	1120.901	2318.711	951.826	6551.952	1018.872	997.733	891.433	1171.955	1341.304	1451.849	5445.456	1451.849	1712.461	2962.527	5104.815	5445.456	2708.975	3669.96	3682.967	3968.642	3532.839	5779.684	10671.886	2949.33	6736.983	4754.928	3961.016	4045.13	1728.506	8968.619	4299.341	3146.65	6666.322	426.23	1689.012	2088.211	1787.785	1676.27	3287.441	2072.121	2770.733	1391.343	552.445	3190.777	1301.873	742.169	855.156	1656.681	2133.491	4356.577	1492.715	6681.941	6551.952	7387.318	3474.701	510.523	2437.373	4364.44	1261.635	2525.46	4072.145	6487.486	2686.504	1145.88	3452.928	2967.555	299.464	5829.453	2854.938	6165.115	2514.934	1826.534	872.47	2855.817
GO:0031122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.611	0	0	0	0	0	5.824	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.668	0	0	0	0	0	16.948	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.656	0	0	0	0	0	14.628	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031176	155.281	574.335	220.977	401.673	305.402	575.272	92.637	677.627	8.933	4121.404	160.662	785.037	1029.704	72.236	3175.981	55.576	2950.83	55.576	159.387	1974.952	136.709	2950.83	1016.747	754.561	1883.704	441.002	355.621	1042.999	392.184	1380.117	5234.467	105.181	2398.303	463.279	200.864	108.222	611.812	280.486	347.746	43.287	314.318	1455.05	402.641	207.204	1922.384	127.65	232.785	99.928	70.38	313.801	170.897	602.757	917.225	731.863	268.574	67.737	803.164	814.358	4121.404	1525.371	269.053	65.741	421.921	2973.642	227.923	381.671	427.243	1395.576	317.293	122.971	385.144	1268.992	16.015	134.856	1833.221	578.333	90.717	1351.279	44.743	284.389
GO:0031201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.487	0	0	0	0	0	11.981	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031204	0	0	0	0	59.075	0	40.627	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.073	93.27	52.582	0	0	0	0	0	0	0	0	0	0	0	0	0	92.971	30.22	34.137	0	0	0	0	13.153	0	0	0	1.316	39.355	0	0	0	0	0	0	3.989	0	0	0	0	0	7.23	0	0	0	0	0	0	0	0	0	23.61	0	0
GO:0031225	0	0	2.809	17.789	0	15.315	15.935	0	0	8.892	0	0	9.257	226.85	2.809	3.268	0	3.268	3.289	5.594	17.799	0	0	24.834	66.914	165.519	0	0	6.091	3.257	0	3.257	0	0	3.279	484.246	41.17	110.44	0	0	0	3.289	6.526	12.685	3.289	361.301	11.716	3.086	0	0	0	0	0	0	0	6.547	0	53.864	8.892	8.865	41.473	145.84	0	0	0	18.208	0	37.765	0	0	0	3.289	88.114	0	6.106	2.786	6.579	0	30.164	0
GO:0031253	0	17.483	0	24.175	0	0	17.623	0	0	5.882	0	0	0	5.525	0	6.024	83.254	6.024	5.814	0	0	83.254	11.976	0	0	0	0	0	0	0	0	0	0	0	0	5.848	11.453	0	0	0	0	0	5.495	0	0	0	0	0	0	0	6.024	0	0	0	0	0	18	17.199	5.882	0	0	6.192	0	0	0	0	0	9.561	0	0	0	0	6.024	0	5.917	10.811	0	0	0	17.63
GO:0031256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344	0	0	0	0	0	3.537	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.465	0	0	0	0	0	12.804	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.067	0	0	0	0	0	26.083	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031388	692.855	987.3	648.363	3443.386	310.378	436.932	274.113	976.652	390.01	2520.23	468.528	308.751	367.829	358.774	1447.492	486.337	2083.4	486.337	498.627	1183.424	1605.478	2083.4	1105.036	1348.508	1742.195	1578.209	1250.277	1216.404	2966.053	1473.846	2610.734	1474.305	2218.074	1470.689	432.867	3066.542	1462.173	818.071	812.819	103.994	511.981	1293.188	380.752	444.629	1194.77	1151.757	1212.388	418.873	90.656	571.275	459.255	320.216	486.565	479.974	567.071	1330.949	488.261	2351.972	2520.23	1209.749	663.324	179.76	1495.153	1312.772	640.89	332.292	1525.26	1702.643	945.646	313.346	1320.755	1021.114	182.939	2000.543	979.362	1294.367	449.194	779.795	122.086	250.887
GO:0031398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.546	0	0	0	0	0	3.789	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031418	4.359	0	3.131	26.329	0	10.037	46.049	1.592	0	24.734	0	1.244	4.074	234.411	0	1.244	0	1.244	1.247	0	12.039	0	0	31.765	68.257	166.258	1.582	0	3.182	4.683	0	38.177	0	1.567	0	416.638	32.303	93.483	1.247	0	0	1.582	10.727	4.085	2.489	303.834	4.974	2.839	0	0	9.47	0	0	1.59	1.592	6.211	1.247	42.822	24.734	9.148	40.815	161.142	1.6	1.548	0	9.027	0	0	2.815	5.67	3.187	6.926	125.056	1.59	1.595	1.238	4.409	0	42.812	2.844
GO:0031419	777.437	3182.224	1327.526	8815.527	735.924	723.761	830.116	1215.18	685.952	727.861	672.102	449.586	388.538	752.519	626.503	1262.165	4464.357	1262.165	1224.322	1346.848	4106.754	4464.357	1177.735	2732.043	3762.428	4823.45	2307.472	4973.607	8446.639	3050.976	1324.355	4112.308	5258.528	2828.19	1010.673	6786.375	4152.923	3207.858	3022.209	386.415	1342.375	2918.141	747.751	1303.468	373.057	1269.168	1942.689	645.978	386.888	1808.499	971.637	89.779	236.197	589.699	1564.276	2636.152	540.846	5365.107	727.861	6748.755	1476.329	278.539	1593.83	2945.922	1115.407	1920.916	3689.182	4681.303	2154.267	839.471	2894.76	2139.049	218.061	3609.652	764.079	3587.539	3267.863	318.009	895.742	1666.811
GO:0031460	420.783	538.805	370.419	146.181	93.271	211.678	49.739	81.624	106.604	251.432	268.093	36.457	16.404	533.278	214.803	46.386	1750	46.386	92.914	80.369	245.94	1750	245.719	618.82	1623.002	1245.44	173.153	387.159	412.666	1189.238	305.569	266.224	784.794	515.279	157.794	419.8	638.163	686.924	600.932	56.431	93.267	504.282	44.742	110.479	42.451	556.255	196.127	258.283	77.407	170.727	101.871	9.368	0.85	97.984	145.79	1094.581	36.617	542.346	251.432	246.561	135.999	168.29	953.855	1204.37	198.558	161.188	892.549	1766.398	421.09	216.91	547.125	401.373	107.019	624.351	137.867	736.839	821.644	38.96	193.985	162.272
GO:0031463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.686	0	0	0	0	0	5.962	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.658	0	0	0	0	0	102.219	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031514	0	0	0	0	0	46.587	0	0	0	0	0	15.519	0	0	0	13.889	0	13.889	0	0	0	0	0	102.148	0	0	0	0	0	0	0	0	0	49.207	0	0	99.484	144.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.982	0	0	0	0	0	0	0	81.486	0	0	0	0	0	0	0	0	0	0	0	163.918	0	0	0	0
GO:0031515	3.883	2.94	20.515	117.527	1.179	0	4.914	18.601	11.837	0.979	0	4.399	1.466	0	0	0	0	0	29.965	0	9.775	0	2.454	6.909	0	74.245	10.777	0	0	0	0	10.024	0	19.413	1.985	0	0	0.993	8.921	1.437	0	0	16.099	21.328	5.96	5.929	26.134	1.464	0	0	0	0	1.979	6.881	20.625	1.938	0	5.377	0.979	57.209	0	3.323	4.147	0	0	0	0	229.642	0	10.666	3.537	51.706	0	1.95	13.139	0	51.096	0	50.845	26.881
GO:0031532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69	0	0	0	0	0	5.426	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031564	1316.483	6311.542	1799.257	10882.814	1497.06	1468.969	1094.799	2576.598	1244.614	6878.333	1210.606	1111.746	1011.87	2016.309	2125.858	1694.339	5553.927	1694.339	1748.986	6178.563	4578.249	5553.927	4344.438	3654.144	6383.282	5492.146	4290.356	7892.691	11412.332	4488.277	9834.161	4857.33	5584.989	4966.441	1983.329	8986.118	4653.032	2877.954	5722.443	517.437	1705.632	2748.238	1682.131	1980.366	4094.33	2629.609	3049.629	1314.215	960.762	3844.442	1584.108	853.921	953.838	4947.833	2529.916	4009.642	1703.887	7904.597	6878.333	8910.79	3115.205	710.15	2528.719	4434.437	1428.385	2721.513	4903.922	5969.029	3118.207	1089.349	3803.277	4603.961	200.101	5820.912	3493.839	7944.398	2733.839	2149.684	908.135	2383.091
