Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
K00057	173.4394601552	213.5104495945	441.0149539806	231.9336450365	57.7108075168	130.1398921181	199.5051404864	706.7862812379	286.7424702108	371.6969131537	112.0556862541	91.4117988732	115.4330599416	70.8724457285	292.2558231058	316.9217229279	0	206.595401476	375.0091115788	432.6090468473	475.5990688605	514.0781427991	251.3419088224	361.4533022245	462.9300321568	357.9354390068	601.3720234366	423.8723417244	688.6296134844	422.3623477078	864.3562219024	903.2748379138	654.3367775852	522.8341922433	415.7317504157	153.3818797871	236.1074003587	1126.8919687095	391.1491099114	37.0428717341	105.1873258235	154.5447064098	181.6862213689	207.2896929559	118.5689386542	101.1306948813	360.3737637828	599.9336781867	216.7478801816	323.4228680101	43.0270005839	139.407245025	173.8394988668	512.5248401863	124.3348854539	99.4280599057	335.2986583085	239.5346697491	918.6272647746	268.5322278683	151.7646244632	95.3210316545	308.6308979399	363.6715175474	245.3429801657	585.7133084605	162.9160752161	481.8691134527	176.7374990707	511.1705220043	177.5439224508	110.8425439907	310.2096863357	330.7399944831	386.199686992	743.897892617	402.0787994782	296.2842031034	235.6406710039
K00058	319.845377021	335.6723321877	533.9953109099	182.7191525597	59.6325853949	153.3104552607	134.8053414644	1023.3684566431	441.8495267817	509.1790433709	100.6006870552	128.7294855871	148.7730764601	74.1341755242	385.7227303291	384.2197237486	29.0217280533	255.2023067993	350.1861683328	464.1323762555	526.8081100107	426.4949252392	394.4134910679	377.528078654	598.9938576725	423.7777238754	510.3838321124	406.1098671989	690.5415244243	785.323836704	900.4055692597	887.4919372017	820.061129188	886.8052596149	515.3468141253	155.0297580773	376.7617598879	1418.9505591524	344.445647137	62.6173225096	102.4688919021	73.9407952783	163.2154911557	295.2218539407	183.5534632543	118.7266410145	375.9165106228	2236.8378876798	320.8999766562	476.8932415866	48.2788911071	159.9020199605	269.9914434508	584.9940962003	106.3292778195	143.7061937146	326.8077233607	270.3901528722	789.5791994364	376.1365816272	134.2097237499	106.335887704	316.6582272545	416.441363784	227.6614106294	452.9754621479	165.4774856167	536.6109397462	194.4418606356	459.1547928608	258.914548603	155.1999895743	361.9590975893	330.7205136236	450.3410809772	707.0221351707	475.5334752106	333.361153814	210.5171177761
K00059	361.5388287372	363.6381423678	1320.0000028797	145.8706145084	91.8272648198	227.5744146871	257.1960371652	1514.052987748	568.2276508245	912.9499291398	167.3283672251	250.9391320701	136.2091499915	115.8261839048	377.8386636851	393.9398018954	45.0139673042	352.3406954482	325.1814743103	786.7039495031	704.861800004	406.418536302	400.7747227363	328.05142563	767.8489565475	890.1408888655	733.5941747713	589.1137843936	999.253820078	534.5251639728	1028.7022497827	868.4511560828	606.0921654293	858.7892284394	419.0667393159	281.6149435952	511.0636653021	1592.1292359071	441.8527961101	86.8109928995	208.2469306134	330.5908036796	294.1154309712	533.7293035787	242.4395564623	165.3913849841	206.9468112739	1153.4391756905	433.8011824405	392.2502080544	76.111150384	188.2908592499	197.0117949611	404.7394494299	90.9937620398	237.8105177412	579.8407431028	480.5781085951	1662.5938554732	594.9577019375	123.6533807116	72.7465663255	457.7066037264	935.4169364818	263.6535343426	327.274386839	211.1310534992	1215.7168048798	356.4629722259	624.7559495536	356.199309123	312.970103191	413.2652269483	346.5992823781	632.8146181845	1034.4247535912	850.7256048595	782.9015809876	245.9840377928
K00065	28.8532758196	0	122.0215073404	0	0	0	0	135.776309826	53.2875868936	0	64.374775929	53.5124247967	0	34.5446559502	20.4543629706	0	22.3698002154	43.6110582802	23.3277946943	119.2545011795	0	0	0	36.1915445326	17.0278245683	28.495388488	36.5550821168	0	0	0	39.006196865	0	0	34.593275154	0	22.4432900322	74.9733425443	128.3283718962	60.0559326014	0	0	134.3273639831	0	0	0	0	0	611.8144844493	76.6519355319	0	0	0	0	0	0	16.0649808377	97.7156705937	0	0	24.8101377292	0	0	16.4754902035	95.1066813298	24.2876093724	0	0	0	39.4413813332	0	0	58.9725162094	23.1642107987	14.4466790762	76.2163497012	14.384180837	0	0	0
K00067	143.6275066049	131.9560316913	590.3525780736	74.8851303988	26.7634664018	136.931156538	189.1659814209	525.371231093	254.2203354173	482.7144344326	89.7970394079	164.1537472493	44.9912184407	66.5615650756	188.6402088894	193.9022938482	0	174.9080241849	218.2135830422	558.0876610644	523.992666282	243.1280938617	147.3322839352	212.1842591294	432.9567223131	587.0565596188	894.2052807037	237.082942712	783.6812337716	246.5272613925	631.9496890691	415.0178458237	275.4736087864	332.8922992842	150.0018399027	152.174645934	216.2178162935	286.7933617296	293.4806067233	59.4421946955	146.8001733475	159.8418828757	244.6143768336	290.3141754047	134.1800803197	113.0393899038	137.4556622567	928.5035005534	245.5752974676	303.3740976164	49.7647595599	89.1242167097	46.0976538002	165.3850934716	24.3531908616	81.3513410878	220.1658644892	240.688869841	1502.2850683264	574.6919328636	57.8940664359	44.7439172359	244.6756418556	396.9224487018	147.409295934	165.3642828337	116.0310954899	890.1008174157	168.4117589187	346.579032969	225.8776404321	118.6725573241	337.4189778367	154.3444011286	351.4190075587	494.8447409548	337.6435589805	438.859636408	111.8525007854
K00074	285.0505595858	221.9785879055	144.8846627141	74.807765802	30.1043351568	134.3867039897	211.6424118268	558.8278344771	266.1184658959	136.8005033874	121.0620151956	88.4907609879	81.7769900622	145.5666532291	302.4083228519	409.8292010024	29.0741747344	284.1540285522	68.1729766765	521.7231615829	1071.3394863976	89.5081622179	350.1393237074	462.3621857764	1098.1166526255	240.9838173641	23.6181648919	383.7270769167	215.4702302797	509.9433627776	85.3360099557	190.6854572324	169.0035797058	446.1247847062	229.2043190951	258.9200006609	435.730479257	1094.2231931473	386.2182015828	62.2616764261	91.9219772636	95.6613402256	145.6200986694	50.2485962987	77.5075212235	64.894486826	63.4718038965	110.6701280561	249.0407741957	378.0767839058	97.0514907215	130.5452556779	175.7967006152	338.7359109043	53.7480019033	161.9958978477	173.556489951	90.3486663716	34.2511686534	70.5014253094	64.3029157596	53.6461319833	394.8907746386	330.210636353	307.9941871852	100.6909668774	405.396059285	210.9022039604	209.1580609812	351.0468497786	875.7311431536	426.6747671251	500.3787826273	452.5473949519	439.7639744155	210.4920342986	202.0651731496	50.2335592745	135.7618168502
K00075	196.2172547922	182.374890811	642.9434125202	87.5563590223	43.071096163	172.0211609166	150.3541794539	745.2427010586	262.2361131399	415.7846966208	75.5730888101	132.027370771	89.0319036044	55.9912015314	200.6914661499	174.2388025184	63.2857076766	199.7225804523	168.2175122272	424.7563472985	399.3952772842	191.1763332288	233.1414409072	183.8100954301	349.5630482402	431.0261486358	413.764877665	354.4405670963	570.4615156407	339.6974559018	328.3509829953	539.6822886023	396.0231724137	423.322658629	304.4991214615	125.6078671957	247.0494278041	1189.1781130013	210.7295968637	37.0587640686	74.8951262815	337.5255978238	149.0575387907	278.5454057868	131.1723915808	89.0703641492	161.7356983278	1027.5778278627	339.1381827139	249.5180105235	34.6773556255	106.5840652474	146.6842933591	240.8050258091	61.8641096203	108.2479175992	295.6004744139	219.1778750125	918.393315221	344.9443936358	60.0091724085	57.1301322882	254.9202888208	333.1667367857	163.3040632173	231.1888299438	120.2585003971	719.2711865187	147.4813781986	381.241391779	226.0160235553	139.4852053985	179.6618388178	150.3016181704	335.6171643144	508.3864519237	262.7666059959	432.3284668624	111.1805668686
K00077	108.6996727635	76.7680014465	666.3020578944	0	0	87.9193548935	78.3981322501	403.7267419768	141.664952425	543.6608966102	54.5560989293	124.4055302952	0	21.5923026287	137.3772898622	82.3798301674	29.0495375613	57.3199945009	87.8568078812	200.2562426969	208.3626318709	59.3222111493	45.8459257807	56.8122765783	57.9493522408	333.955156043	320.4592210552	71.5705958947	386.9402275799	69.2305400763	462.1056727847	302.471861013	140.5641110515	166.0352788852	35.2919998732	66.0841880827	98.7402234839	61.1929778632	126.8864868507	29.3622419048	58.7294329916	375.249501811	80.5613496022	332.555194416	44.6645813189	83.0856942881	0	654.4833537548	126.4365424378	134.3177451645	30.5979380135	36.6311891678	39.2367604864	0	0	34.3358971064	160.4047062893	151.8003484442	1015.8764869411	354.7985463668	0	0	121.1834110757	333.7634795799	71.4218750047	40.6911363727	30.5760214848	658.9283830715	119.0912867692	181.3700778527	64.7325593122	34.9517735101	103.1234501637	40.5872420891	257.51940829	442.0321197287	338.3646729612	461.0842626944	56.2580228076
K00088	538.0851991532	445.1701148104	893.7468676581	551.8562076853	220.0857379366	344.6365785142	466.3933989502	1233.5451766616	771.1623632685	953.4120267896	232.0883530722	181.9137045305	207.5223117653	193.6643122216	671.4569500247	644.7492467108	30.1516682299	641.5757350713	748.3543941302	1434.0202930951	1577.4501498281	1003.5543940302	591.9050103316	645.6318367656	1660.7245943053	800.3964736219	1010.0986836107	748.8307056889	1317.7344101479	927.0730306414	1160.835833336	1797.708334817	1428.9200198156	1009.9658064525	415.147187551	430.9500585814	659.7424327825	1612.8944898641	1093.6077851093	153.5669088632	340.7326342117	331.0012214481	709.2841470305	555.7121162009	281.4940327151	206.0059207975	614.3764214762	1002.6902276453	418.3668557587	737.9219652392	118.9741771777	274.799187829	317.4177584871	1016.3793274266	285.755488468	304.0043036573	674.2357511669	513.3437174838	1648.001994382	700.3492736154	371.3232151864	300.4727886311	737.8146410642	847.2119287631	619.9166019671	1068.6347061481	543.8784320362	1051.9602045753	395.3415455898	1077.7428018779	957.1805676179	525.9917520923	742.6339791791	941.7556957813	796.2150127021	1124.8201232409	753.4344669506	534.920342922	608.268941208
K00097	237.4424971856	312.6226922041	648.5916269001	0	26.2501890408	158.8737115234	59.5309344797	684.5469278002	246.5964653633	561.6874442445	45.222546548	116.2615642938	67.7333328139	29.7995090641	210.1554488486	159.5728891536	37.8053556591	123.8001319727	113.1768883814	306.5341088598	384.1711738227	111.2345384059	158.7128147576	38.1480966897	130.8646131491	409.4325871798	582.2809327226	91.544123819	422.7893743306	338.8329027502	687.1832087265	353.9669929982	263.2285060083	524.9263352764	344.7074246269	66.8456475843	143.212595382	325.3431884407	137.6394228244	37.6978237076	106.4279543304	76.8965540649	36.9800357611	392.898886718	133.861554097	171.9711440528	43.0770333973	1133.5133364074	309.840808639	184.868946117	29.675599276	125.3051721534	194.1390120175	0	0	78.6452945213	104.9268865643	253.3335352069	843.8594974799	390.7230840007	0	0	162.1071005475	406.418132139	52.5777493782	94.4622837771	51.3729401065	655.3102440022	121.2962447015	207.0354618705	63.7317496238	0	155.5115272787	66.4146794805	297.0674200022	712.505801055	445.4731235081	513.3729983602	134.674814985
K00099	258.4475809693	255.7599250265	762.4848739326	164.7171798417	79.0435342903	213.3126124422	139.8006735889	820.3396070178	213.6447144878	628.9202159728	117.9432620371	150.8498647313	52.0296834252	80.8148253643	333.5410399503	325.1775617171	27.1391245746	259.5935195363	363.4624832544	411.5828286112	496.1681200514	436.1254330534	265.2239489787	234.0299815921	432.5181309987	552.4054920968	491.1540173461	370.2888601226	831.5142003785	433.050181241	877.8825292925	885.2477094681	724.1331037078	598.0036510878	289.1237719611	186.3743558541	285.9538778214	1008.1081843603	356.6835860202	52.8160717655	178.111786877	80.1172278171	183.6288464582	490.9372743526	161.3497463738	180.3943323261	291.5074036203	734.2816587752	352.7619438931	251.8439665362	56.4404669066	146.5914360123	145.9349590187	381.0380316286	74.6080646778	147.7147143517	347.7389035433	370.005794287	845.219857868	472.4336182831	117.4258708786	75.2772549538	311.2606370495	610.3343831385	243.4269864776	436.1066979568	205.1117561871	873.0786515019	260.8035626561	575.3554906798	280.4015921965	155.0505901099	269.2355041266	276.7938572383	425.7328439082	787.6719157746	538.5386159294	595.7071894844	210.4441024096
K00100	203.3609387936	141.2167249662	659.9684767143	121.022387812	44.7128565577	114.7987742944	101.8860847316	479.0281146897	380.397259432	620.0661944887	69.6652615426	85.4826207504	35.0488399689	44.0087312095	166.1380424538	163.0222678136	51.7660676056	153.1184462526	209.43005587	245.549209809	219.5468031809	345.7928022435	129.4284080199	291.1550069154	257.4096857576	466.3629291964	569.4769665408	178.1552383946	781.5304882826	205.5155941365	300.2276453688	720.9303924251	472.707831402	306.8880961748	108.8865403501	133.3555248259	156.8514866584	631.5745081618	437.1265998074	50.1400743476	124.0969919306	310.9216831805	170.0980663962	393.0961449115	85.6369451374	71.7311569121	156.9586238585	299.7160356865	188.1466855259	147.4131576035	43.294017071	83.8147411116	71.4479678801	165.5082644383	37.5664044183	92.1192129696	219.1762766312	199.5875113314	1130.0480997024	405.1867574541	102.5900002221	113.4763037901	262.2624380407	486.2701207162	143.6029142565	314.7108682305	146.2943815214	932.6188885901	183.286891199	386.3678398571	147.6748202605	74.2665101816	153.890738232	141.8909743302	280.6985177054	750.6907611065	354.7308459742	612.0279918069	72.5573783321
K00111	92.19129628	87.7046320411	39.875489609	0	20.9483255968	54.816909001	36.8594293668	326.1498142672	91.651092667	22.1482536493	22.8377307855	0	0	26.3680805911	97.6749525476	103.1952709874	31.8164877839	91.5932472334	38.6794068512	145.6724596923	264.2539462135	29.7353956494	142.6483841684	35.7021780424	61.3138479064	66.3304307193	89.1979748289	217.064747854	92.2038227703	228.8758378675	90.8143032158	38.1876023231	61.0151855352	308.3419896693	250.7193490173	42.0711330639	137.2080813636	947.1546374805	63.6783951042	0	40.5634443931	95.7936543323	56.8910564288	0	53.1650927591	28.5789723581	22.9396041715	780.4556204406	182.9920487331	140.8701263462	0	60.2607497211	87.157888624	90.4980630199	0	47.0519034149	19.8757567501	64.7311188898	174.8476507374	97.3210057386	0	0	81.8875385743	32.623417023	28.3526747949	0	61.072741338	36.4305808741	0	38.827677668	45.0734588597	0	44.4620027407	70.6133526537	61.2330735462	102.2947947585	82.2158202105	38.916678532	22.6480764521
K00123	74.0080095147	34.0493622099	36.3107363489	0	0	0	15.5072299082	0	0	0	13.7606029674	0	0	48.3469680997	27.9133599765	0	132.0205612256	177.1103431426	107.2290534861	26.1391551437	0	0	0	0	54.610064153	20.5695579929	54.6192512447	0	0	0	0	0	0	64.6057772085	0	48.8986657096	0	539.1400724439	70.7408316254	0	0	525.320364045	41.9840083392	0	0	0	0	2875.6970632247	312.0440355166	168.8117355245	0	0	17.6066170098	0	0	0	0	18.4864918015	100.906860383	98.3863998872	0	19.5420968793	0	0	35.928558119	10.5492086455	0	0	0	0	0	0	0	0	39.3786742353	0	0	128.4963684788	0
K00128	0	0	55.2619897239	0	0	0	30.4674036617	87.8410403143	0	0	26.7826627507	20.9992360044	0	21.6221404076	19.4946303421	0	0	19.1683483193	0	54.3067591811	0	0	0	0	58.7623531914	39.1307406075	0	0	0	0	21.7778327582	0	0	0	0	36.9411430719	92.2787555912	36.978279665	26.0891924931	0	0	24.3051698473	0	0	0	0	0	305.1997382711	21.3289863357	32.9679257044	0	0	0	0	0	0	89.4315436035	0	0	0	0	0	25.4446550728	38.3549930415	0	0	0	0	50.1806721023	31.8755576268	29.4140856251	28.341020908	0	24.47024412	57.0052167803	0	0	0	0
K00133	424.6414054368	293.7492859436	670.5910033218	351.0827925559	163.3991755353	212.74297513	370.8761867873	926.1355910132	503.0650785911	650.3649380227	174.7967710719	148.0409767408	209.8894524677	152.7354946235	554.7915963837	552.1742836712	58.3701769671	545.6577222478	565.4130877944	833.602289133	910.0245530783	610.9474942381	395.9836816333	682.3545099824	1108.1308315952	590.45008481	924.7316671271	555.9521393032	856.6257012942	719.568844611	1237.2660172669	1182.8168158332	957.4848506294	859.1641192673	347.0402257619	334.0481191981	494.4401947865	1496.3303714779	679.9226093011	122.6475924397	195.8726636898	351.6035921595	530.5600741981	378.9443657402	206.3735784754	182.9206709779	465.2456865486	1684.125797418	458.4140426522	517.4049234193	104.0321354022	220.5302587159	213.8969379504	887.1313615118	167.587387988	237.7311858871	465.0026652209	384.8766576514	957.0100030523	472.3778942828	198.6284662461	175.8009834278	513.5778103265	600.992413071	406.5753582641	619.2144675417	385.852967899	891.0721659263	329.7725719737	841.5822560125	710.1938416671	379.4324443402	532.9289791805	670.1807560255	645.5377736843	857.0790128255	582.7473708671	439.3558938682	379.5212292411
K00134	571.8314335254	438.5879894778	460.5051752325	295.1556160989	293.0816332469	297.7618889711	553.1171659038	831.9752298556	632.5994576244	576.1848671614	215.8120555489	123.3339690978	150.9709572768	173.2188128761	687.1621158335	883.3201018265	83.7245978856	877.9441050856	405.5177260944	1436.5249012995	1654.2548440579	481.9714298249	667.9476474596	655.7576080484	1636.6082504661	500.2538087845	582.3689899211	830.0938602858	638.3957689901	864.1862207493	609.4769621385	679.5726863184	527.73766045	1343.3966747296	297.708965581	652.0332882002	798.7949155782	1769.9549202815	1124.7753829515	178.9611272765	322.0337226208	531.6795283717	871.5636680076	214.4129173135	230.4638703702	190.4530301116	327.378622978	1972.28252821	517.3665037895	702.4027670672	124.1139606795	242.0947572405	203.7715843701	836.1072441592	216.3083187126	295.2334154394	351.8038372432	380.897240029	1095.3685866162	434.7835905196	244.8546555031	202.0772892131	846.5804885314	723.7681707026	571.5191615572	474.6356511032	540.2982316377	600.9151779735	293.4511157966	743.2268271334	1498.4810127102	779.1734060007	830.9597155537	1168.5811273021	783.5353488203	611.7232855006	583.2848708999	430.8362024424	582.8569125503
K00145	241.1147640813	222.0854499048	481.9756169884	87.9347922479	60.7930050553	184.433995094	177.670267551	867.052229962	388.279426112	437.8093323898	109.3622313154	114.084782731	65.0463225758	94.2199377612	369.1392901354	338.3883009667	0	235.1038950193	212.3153965204	686.3259329746	484.6457777883	260.1184270226	260.1142924817	264.4300204502	654.8961179719	431.5413128049	541.1061291356	375.0155181008	549.3306823637	435.5157012967	578.5824626881	586.343493379	384.3247828517	518.0985581258	324.466911044	192.580993036	273.5777024168	1180.7427295076	463.0781212383	44.579413313	98.8275828722	66.367261531	266.5618872129	278.5949900362	114.0503132055	102.5445893443	145.6622773005	529.7954289958	252.9536338301	367.844090551	37.336777444	135.5716747384	170.1885783822	386.6030700428	76.4921545225	146.0769551578	251.522753512	229.1768963945	700.712101843	371.0643636011	66.1325880562	63.2941832023	273.3621585453	454.6821137909	188.1791151061	193.7516311035	190.6726320631	507.72349198	202.8585305572	369.5723695659	304.4160500521	241.8050157839	279.5840712878	288.3706035933	378.571452252	505.8641874742	482.270634736	301.0668448656	154.6727567539
K00147	208.933760268	171.5153154539	626.7800904886	112.9513027613	87.3194335747	143.0994802747	190.9388804859	793.5975017922	299.5576090631	528.6219956561	77.5763243846	134.3928744646	76.9512770296	66.4278256259	236.3024777587	213.5283392818	25.8961244393	244.6270507989	194.9375015981	482.3314756139	601.0761222498	239.5606420689	211.6016661221	238.9313646199	410.1606232164	437.8707763565	425.4791588022	343.2754391071	719.7224268866	366.1096724001	414.4380963199	656.6004802605	440.1697487892	482.5260901767	229.2600278442	164.866488675	274.9156153467	996.7728631722	385.5440524615	53.4056385623	118.1945351278	234.6357717936	167.6080539151	325.4171868562	109.1127088328	88.1973573851	134.0633676011	662.2924130522	300.0246369944	197.4188370469	55.0160679876	115.6186483506	137.3765382485	306.6658858758	60.203715333	118.8265326459	266.2325547113	212.7302644003	901.5948066247	383.1078058952	66.5557133109	63.3933104348	321.2965381217	531.7729721381	182.4606277908	268.1194744869	145.4111053049	773.3367029766	235.9189804972	412.2887870367	239.5713496252	163.3170805819	283.4463751524	254.4834321287	350.9671288227	565.8235823279	405.2724262519	500.1651886984	164.6953093747
K00174	224.5447275057	166.9597067729	1095.0029854668	162.5536068486	49.2762147756	127.5250373431	94.6572752294	660.4257307038	243.9110129968	1075.160257337	68.0623385484	170.9970823608	36.8972379653	53.493767025	262.4627570204	163.760806797	0	59.0566905977	474.6574403968	516.9860110139	685.7489117436	384.7415504331	77.2130971836	169.7098267649	265.7771472722	674.8935816618	980.4048625013	270.6852193189	860.6643665064	112.9175070013	1701.5349989717	1030.0825977126	600.8817665137	427.4096919006	89.5176086994	114.1152749239	78.3490466639	26.4300105034	303.4059662253	66.0627142818	197.7514944004	0	0	646.4239441192	126.8841488595	138.6043209093	285.5645905881	471.9798487619	198.701253721	211.9102218591	55.588403942	103.6949441957	38.2581678017	350.5180611734	94.7409479714	94.0141696551	290.6215316231	371.2095274665	1415.5837075908	639.7088855709	143.4576766873	120.1789151006	235.3550474622	730.1915857239	191.9649088082	568.2325593249	114.0532283561	1186.3088449818	176.8316307263	571.7402796976	89.60179176	42.1782676297	267.0475457915	260.5595909183	448.312037691	1192.1805175464	734.763642606	825.3268943967	289.5572919817
K00175	244.9634065001	191.7612199917	1137.8177163276	221.5184127633	62.7019883779	139.7526914773	75.0551928351	646.7213289388	429.3384386932	1257.3739309003	79.2825607589	178.7932517855	56.9971237815	53.6852412388	323.5726070454	174.257027451	0	70.3157027702	559.5283792592	433.0042926575	462.4000950283	594.9541350663	64.7986043417	132.3970212793	258.8487363921	679.8890296633	874.3097033045	227.8563303017	1081.6256402586	136.41634357	1132.9061683331	1146.2694741188	714.8318480132	350.9362576509	80.6435948473	123.5199930702	94.9887890112	26.5886473402	325.3946908382	50.3765127318	192.5925795848	0	24.1195004872	805.3533132982	146.8577388248	177.1138305607	310.089229519	425.4560433786	261.6171201707	245.4850654529	58.6138857298	108.5375736515	70.506613981	291.3681014009	71.9397161204	103.54989675	293.3517514541	355.9824507545	1546.4798011895	700.3390388474	183.0706171355	148.5661500704	252.3459334712	766.896205796	180.3168554125	487.8346167683	71.460066276	1383.5885816292	249.497345461	721.9336779935	77.978159651	47.0666375644	248.6970078246	272.8265347684	396.4306962974	1121.2525424556	758.2593081483	913.0444814974	263.045002627
K00176	57.2676291855	58.3547887742	541.1807250597	23.9243330352	0	23.4392824996	47.3982015295	404.9597948624	79.9911819082	500.051337589	23.4706735771	56.5363117733	0	0	128.7154658303	37.9084707673	0	33.9978790815	85.0836657741	89.9820366803	71.1284762483	61.6141862993	18.8507863988	0	23.6796725734	325.2363282677	392.8643348149	109.4384168039	329.7352451083	80.0397253968	838.1252061962	329.3516632397	201.910842198	108.7351728163	0	37.8552359911	23.5034216972	0	142.0241249824	0	51.902439151	0	0	438.3385573666	28.2364970993	99.8866515743	66.6671362092	80.0708299289	127.196916791	121.9343436671	14.1517830902	46.9724525486	23.6126034923	32.6800261303	0	37.8135312023	94.3627884639	170.3239838446	632.3631652704	396.2081230655	57.0781534918	42.4354053145	103.7457436366	292.1583645828	37.8758309604	56.7067251513	23.6086907867	639.9909435509	137.5515423898	128.2258634696	0	28.3571270352	80.1097365666	56.046168002	103.7137185819	434.2032470786	193.1461561761	437.5596747765	75.6775830289
K00177	127.3352720167	100.7635260278	689.4135099775	128.9164368995	28.6119237935	85.5018899138	83.4272941462	396.8794532377	184.2280764125	748.1223795657	26.5835555122	102.6114945464	34.1082488387	0	174.8342184512	87.3281454859	0	39.9129435005	322.4076595936	155.8753457036	186.2989855602	326.1738283775	22.8155503959	110.009133704	138.7526433605	448.3057755334	464.6199109275	210.702982486	569.6652150065	70.2612221159	608.2976667783	655.1622611632	446.0289130084	271.4152369588	56.916568958	79.882344309	37.9501783241	0	203.3406037754	30.3839666034	58.8171266954	0	0	360.9339180192	106.3685109058	96.9516323348	166.9949611544	206.8472090575	148.2923543525	138.8476541898	30.3879335963	58.8337119024	24.648524667	227.6162625215	0	56.9510619444	233.4308702799	261.9485645818	845.5734204079	383.7365341364	75.8409889745	106.1888541227	131.0953558493	385.7233234764	128.982998305	379.3036291158	20.8701024544	686.0925803832	167.1483441031	491.6588534204	58.9428034205	35.9149137501	157.6417828345	146.2246402591	262.081931897	747.6449170673	414.0040952233	493.9822418357	202.8819979288
