variable,phyla,value,point_number
67HP,Bacteroidetes,0.08837,1
67HP,Bacteroidetes,1.32283,1
67HP,Bacteroidetes,0.76949,1
67HP,Firmicutes,0.40035,1
67HP,Bacteroidetes,0.35688,1
67HP,Bacteroidetes,0.00624,1
67HP,Bacteroidetes,0.0103,1
67HP,Bacteroidetes,0.16124,1
67HP,Bacteroidetes,0.00347,1
67HP,Bacteroidetes,0.0203,1
67HP,Bacteroidetes,0.02162,1
67HP,Bacteroidetes,2.38353,1
67HP,Bacteroidetes,0.05144,1
67HP,Bacteroidetes,0.46046,1
67HP,Bacteroidetes,0.7557,1
67HP,Firmicutes,1.22224,1
67HP,Bacteroidetes,0.15238,1
67HP,Bacteroidetes,4.18054,1
67HP,Bacteroidetes,0.08752,1
67HP,Bacteroidetes,2.24207,1
67HP,Bacteroidetes,0.71659,1
67HP,Bacteroidetes,0.0353,1
67HP,Bacteroidetes,3.50446,1
67HP,Firmicutes,0.01902,1
67HP,Firmicutes,0.84927,1
67HP,Firmicutes,12.71788,1
67HP,Actinobacteria,0.08064,1
67HP,Firmicutes,0.46783,1
67HP,Firmicutes,0.78841,1
67HP,Firmicutes,0.87787,1
67HP,Firmicutes,1.62986,1
67HP,Firmicutes,0.00362,1
67HP,Proteobacteria,0.17981,1
67HP,Firmicutes,1.06174,1
67HP,Firmicutes,2.32461,1
67HP,Firmicutes,0.55209,1
67HP,Firmicutes,0.02897,1
67HP,Firmicutes,14.0074,1
67HP,Firmicutes,0.48012,1
67HP,Firmicutes,9.58711,1
67HP,Firmicutes,0.00593,1
67HP,Firmicutes,0.43517,1
67HP,Firmicutes,0.04768,1
67HP,Firmicutes,0.01652,1
67HP,Euryarchaeota,0.17909,1
67HP,Bacteroidetes,1.21114,1
67HP,Firmicutes,0.06933,1
67HP,Bacteroidetes,0.00502,1
67HP,Bacteroidetes,5.33949,1
67HP,Bacteroidetes,0.04016,1
67HP,Bacteroidetes,0.1988,1
67HP,Proteobacteria,0.04994,1
67HP,Firmicutes,2.11337,1
67HP,Bacteroidetes,10.34273,1
67HP,Firmicutes,0.32364,1
67HP,Firmicutes,0.0437,1
67HP,Firmicutes,3.45337,1
67HP,Firmicutes,0.12237,1
67HP,Firmicutes,0.15163,1
67HP,Firmicutes,0.03261,1
67HP,Firmicutes,0.97573,1
67HP,Firmicutes,0.37743,1
67HP,Firmicutes,2.1183,1
67HP,Firmicutes,3.99996,1
67HP,Firmicutes,0.03316,1
67HP,Firmicutes,0.06601,1
67HP,Firmicutes,2.9598,1
68HP,Bacteroidetes,0.01168,2
68HP,Bacteroidetes,0.02313,2
68HP,Bacteroidetes,0.73981,2
68HP,Bacteroidetes,0.32187,2
68HP,Firmicutes,0.05173,2
68HP,Bacteroidetes,0.03382,2
68HP,Bacteroidetes,0.00178,2
68HP,Bacteroidetes,0.0083,2
68HP,Bacteroidetes,0.09318,2
68HP,Bacteroidetes,0.04447,2
68HP,Bacteroidetes,0.0331,2
68HP,Bacteroidetes,0.01115,2
68HP,Bacteroidetes,0.17786,2
68HP,Bacteroidetes,0.03844,2
68HP,Bacteroidetes,0.01259,2
68HP,Bacteroidetes,1.04697,2
68HP,Bacteroidetes,0.21739,2
68HP,Bacteroidetes,0.69091,2
68HP,Firmicutes,0.00271,2
68HP,Bacteroidetes,0.68318,2
68HP,Bacteroidetes,2.92586,2
68HP,Bacteroidetes,1.05338,2
68HP,Bacteroidetes,0.86722,2
68HP,Bacteroidetes,1.65915,2
68HP,Bacteroidetes,0.69624,2
68HP,Bacteroidetes,0.27017,2
68HP,Firmicutes,0.00514,2
68HP,Firmicutes,0.52907,2
68HP,Firmicutes,0.01459,2
68HP,Firmicutes,0.00357,2
68HP,Firmicutes,0.00235,2
68HP,Firmicutes,0.03712,2
68HP,Actinobacteria,0.07158,2
68HP,Firmicutes,0.29022,2
68HP,Firmicutes,0.65995,2
68HP,Firmicutes,0.38518,2
68HP,Firmicutes,0.85377,2
68HP,Firmicutes,0.02466,2
68HP,Proteobacteria,0.1318,2
68HP,Firmicutes,0.13876,2
68HP,Firmicutes,8.57685,2
68HP,Firmicutes,0.09552,2
68HP,Firmicutes,0.16282,2
68HP,Firmicutes,2.69675,2
68HP,Firmicutes,0.32646,2
68HP,Firmicutes,10.60993,2
68HP,Firmicutes,0.00463,2
68HP,Firmicutes,0.01206,2
68HP,Firmicutes,0.15711,2
68HP,Firmicutes,0.01139,2
68HP,Firmicutes,0.05769,2
68HP,Bacteroidetes,0.55041,2
68HP,Firmicutes,0.17065,2
68HP,Bacteroidetes,0.00854,2
68HP,Bacteroidetes,2.225,2
68HP,Bacteroidetes,0.29201,2
68HP,Bacteroidetes,0.80828,2
68HP,Proteobacteria,0.07456,2
68HP,Firmicutes,2.29195,2
68HP,Bacteroidetes,50.67199,2
68HP,Firmicutes,0.84567,2
68HP,Firmicutes,0.02742,2
68HP,Firmicutes,0.0844,2
68HP,Firmicutes,0.04261,2
68HP,Firmicutes,0.00453,2
68HP,Firmicutes,0.16573,2
68HP,Firmicutes,0.91493,2
68HP,Firmicutes,1.54737,2
68HP,Firmicutes,0.06125,2
68HP,Firmicutes,0.12367,2
68HP,Firmicutes,0.06302,2
68HP,Firmicutes,1.20354,2
68HP,Firmicutes,0.00409,2
69HP,Bacteroidetes,1.23367,1
69HP,Bacteroidetes,1.72321,1
69HP,Bacteroidetes,0.29657,1
69HP,Bacteroidetes,12.78192,1
69HP,Bacteroidetes,0.61788,1
69HP,Firmicutes,0.03435,1
69HP,Bacteroidetes,0.25147,1
69HP,Bacteroidetes,0.01234,1
69HP,Bacteroidetes,3.05184,1
69HP,Bacteroidetes,5.9097,1
69HP,Bacteroidetes,0.02267,1
69HP,Bacteroidetes,0.01187,1
69HP,Bacteroidetes,1.07558,1
69HP,Bacteroidetes,14.31545,1
69HP,Bacteroidetes,0.00588,1
69HP,Bacteroidetes,0.18966,1
69HP,Bacteroidetes,0.00136,1
69HP,Bacteroidetes,0.73855,1
69HP,Bacteroidetes,0.94666,1
69HP,Bacteroidetes,0.31747,1
69HP,Bacteroidetes,6.3375,1
69HP,Bacteroidetes,1.65211,1
69HP,Bacteroidetes,0.09655,1
69HP,Bacteroidetes,2.53382,1
69HP,Actinobacteria,0.00719,1
69HP,Firmicutes,0.01199,1
69HP,Firmicutes,0.16498,1
69HP,Firmicutes,0.02949,1
69HP,Firmicutes,0.01193,1
69HP,Firmicutes,1.59855,1
69HP,Firmicutes,0.01043,1
69HP,Actinobacteria,2.1663,1
69HP,Firmicutes,0.83823,1
69HP,Firmicutes,0.28822,1
69HP,Firmicutes,1.08057,1
69HP,Firmicutes,0.01583,1
69HP,Firmicutes,0.03592,1
69HP,Firmicutes,0.02077,1
69HP,Proteobacteria,0.52622,1
69HP,Firmicutes,0.07866,1
69HP,Firmicutes,2.34361,1
69HP,Firmicutes,0.00572,1
69HP,Firmicutes,8.62621,1
69HP,Firmicutes,0.02982,1
69HP,Firmicutes,1.83042,1
69HP,Firmicutes,0.0089,1
69HP,Firmicutes,0.04325,1
69HP,Firmicutes,1.48526,1
69HP,Firmicutes,0.04648,1
69HP,Euryarchaeota,0.20479,1
69HP,Bacteroidetes,0.60773,1
69HP,Firmicutes,1.64415,1
69HP,Bacteroidetes,0.3271,1
69HP,Bacteroidetes,1.93909,1
69HP,Firmicutes,3.21559,1
69HP,Bacteroidetes,0.96121,1
69HP,Firmicutes,0.37673,1
69HP,Firmicutes,0.24727,1
69HP,Firmicutes,0.06713,1
69HP,Firmicutes,0.23316,1
69HP,Firmicutes,1.95378,1
69HP,Firmicutes,0.25544,1
69HP,Firmicutes,2.48463,1
69HP,Firmicutes,2.19648,1
69HP,Firmicutes,0.12891,1
69HP,Firmicutes,0.29859,1
69HP,Firmicutes,0.19675,1
69HP,Firmicutes,3.17391,1
69HP,Proteobacteria,0.77891,1
6HP,Bacteroidetes,0.30329,2
6HP,Bacteroidetes,0.18067,2
6HP,Bacteroidetes,0.58779,2
6HP,Bacteroidetes,0.17048,2
6HP,Firmicutes,0.01149,2
6HP,Bacteroidetes,0.00186,2
6HP,Bacteroidetes,0.01161,2
6HP,Bacteroidetes,6.08362,2
6HP,Bacteroidetes,0.00552,2
6HP,Bacteroidetes,0.01889,2
6HP,Bacteroidetes,0.03684,2
6HP,Bacteroidetes,14.47749,2
6HP,Bacteroidetes,6.64098,2
6HP,Bacteroidetes,4.07448,2
6HP,Bacteroidetes,1.33188,2
6HP,Bacteroidetes,0.06612,2
6HP,Bacteroidetes,0.00669,2
6HP,Bacteroidetes,0.38278,2
6HP,Actinobacteria,0.00233,2
6HP,Firmicutes,0.03746,2
6HP,Firmicutes,0.0595,2
6HP,Firmicutes,0.00527,2
6HP,Firmicutes,1.36493,2
6HP,Firmicutes,2.16857,2
6HP,Firmicutes,0.18624,2
6HP,Firmicutes,0.00325,2
6HP,Firmicutes,0.26455,2
6HP,Firmicutes,1.11095,2
6HP,Firmicutes,10.87247,2
6HP,Firmicutes,4.03964,2
6HP,Firmicutes,0.02424,2
6HP,Firmicutes,0.00389,2
6HP,Firmicutes,8e-04,2
6HP,Firmicutes,0.73268,2
6HP,Firmicutes,0.20347,2
6HP,Firmicutes,0.08012,2
6HP,Firmicutes,0.00249,2
6HP,Firmicutes,1.19603,2
6HP,Firmicutes,0.0842,2
6HP,Firmicutes,0.06766,2
6HP,Firmicutes,0.08457,2
6HP,Firmicutes,0.23297,2
6HP,Firmicutes,0.02001,2
6HP,Euryarchaeota,0.00354,2
6HP,Euryarchaeota,0.00532,2
6HP,Bacteroidetes,0.46725,2
6HP,Bacteroidetes,12.26895,2
6HP,Bacteroidetes,0.18547,2
6HP,Bacteroidetes,0.00667,2
6HP,Proteobacteria,0.06069,2
6HP,Bacteroidetes,0.02343,2
6HP,Firmicutes,0.01047,2
6HP,Firmicutes,0.0122,2
6HP,Firmicutes,0.00179,2
6HP,Firmicutes,0.15505,2
6HP,Firmicutes,0.46981,2
6HP,Firmicutes,24.43542,2
6HP,Firmicutes,0.07109,2
6HP,Firmicutes,0.36232,2
6HP,Firmicutes,1.19648,2
6HP,Firmicutes,0.85388,2
6HP,Firmicutes,0.00183,2
70HP,Bacteroidetes,0.20256,2
70HP,Bacteroidetes,5.16234,2
70HP,Bacteroidetes,0.00317,2
70HP,Bacteroidetes,1.42957,2
70HP,Bacteroidetes,0.00319,2
70HP,Bacteroidetes,28.08148,2
70HP,Bacteroidetes,0.01411,2
70HP,Bacteroidetes,0.01598,2
70HP,Bacteroidetes,0.04669,2
70HP,Bacteroidetes,3.96103,2
70HP,Bacteroidetes,22.55022,2
70HP,Bacteroidetes,0.04708,2
70HP,Bacteroidetes,0.01956,2
70HP,Bacteroidetes,0.04685,2
70HP,Bacteroidetes,2.01131,2
70HP,Firmicutes,0.00975,2
70HP,Firmicutes,0.04145,2
70HP,Firmicutes,0.16974,2
70HP,Firmicutes,0.03259,2
70HP,Firmicutes,1.15016,2
70HP,Actinobacteria,0.00325,2
70HP,Firmicutes,0.00413,2
70HP,Firmicutes,0.04824,2
70HP,Firmicutes,0.0762,2
70HP,Firmicutes,0.00754,2
70HP,Firmicutes,0.04632,2
70HP,Firmicutes,0.03885,2
70HP,Firmicutes,0.04074,2
70HP,Proteobacteria,5.07145,2
70HP,Firmicutes,0.05887,2
70HP,Firmicutes,0.00456,2
70HP,Firmicutes,0.03407,2
70HP,Firmicutes,0.1907,2
70HP,Firmicutes,0.66624,2
70HP,Firmicutes,2.99376,2
70HP,Firmicutes,0.22091,2
70HP,Bacteroidetes,4.77027,2
70HP,Bacteroidetes,0.00274,2
70HP,Bacteroidetes,3.62487,2
70HP,Firmicutes,0.00121,2
70HP,Bacteroidetes,0.10443,2
70HP,Firmicutes,0.50914,2
70HP,Firmicutes,0.04891,2
70HP,Firmicutes,12.30639,2
70HP,Firmicutes,0.01283,2
70HP,Firmicutes,1.43725,2
70HP,Firmicutes,0.02096,2
70HP,Firmicutes,0.15627,2
70HP,Firmicutes,0.11308,2
70HP,Firmicutes,0.13033,2
70HP,Proteobacteria,0.13224,2
70HP,Firmicutes,0.32904,2
71HP,Firmicutes,0.05877,1
71HP,Verrucomicrobia,0.35855,1
71HP,Bacteroidetes,0.08278,1
71HP,Firmicutes,0.04823,1
71HP,Bacteroidetes,0.025,1
71HP,Bacteroidetes,0.05114,1
71HP,Bacteroidetes,0.28545,1
71HP,Bacteroidetes,0.00514,1
71HP,Bacteroidetes,0.07074,1
71HP,Bacteroidetes,0.01496,1
71HP,Bacteroidetes,0.1658,1
71HP,Bacteroidetes,0.07259,1
71HP,Bacteroidetes,0.21648,1
71HP,Bacteroidetes,0.04154,1
71HP,Bacteroidetes,0.5289,1
71HP,Bacteroidetes,0.12786,1
71HP,Bacteroidetes,0.07373,1
71HP,Actinobacteria,0.10076,1
71HP,Actinobacteria,0.09888,1
71HP,Firmicutes,15.21508,1
71HP,Firmicutes,0.10971,1
71HP,Firmicutes,0.03996,1
71HP,Firmicutes,0.00539,1
71HP,Firmicutes,0.18651,1
71HP,Actinobacteria,0.13094,1
71HP,Firmicutes,0.15791,1
71HP,Firmicutes,0.245,1
71HP,Firmicutes,0.03955,1
71HP,Firmicutes,0.35955,1
71HP,Firmicutes,0.53211,1
71HP,Proteobacteria,0.03848,1
71HP,Firmicutes,0.30222,1
71HP,Firmicutes,0.21418,1
71HP,Firmicutes,0.40541,1
71HP,Firmicutes,0.10671,1
71HP,Firmicutes,0.82175,1
71HP,Firmicutes,0.34317,1
71HP,Firmicutes,0.06502,1
71HP,Firmicutes,1.78498,1
71HP,Proteobacteria,0.3637,1
71HP,Firmicutes,0.1683,1
71HP,Firmicutes,0.0463,1
71HP,Firmicutes,0.09207,1
71HP,Euryarchaeota,0.32905,1
71HP,Euryarchaeota,0.26336,1
71HP,Firmicutes,0.10304,1
71HP,Firmicutes,0.01812,1
71HP,Bacteroidetes,0.05471,1
71HP,Bacteroidetes,0.06915,1
71HP,Bacteroidetes,0.02482,1
71HP,Bacteroidetes,0.09009,1
71HP,Firmicutes,0.81016,1
71HP,Bacteroidetes,62.91339,1
71HP,Bacteroidetes,0.38592,1
71HP,Firmicutes,0.49271,1
71HP,Firmicutes,0.46473,1
71HP,Firmicutes,0.34423,1
71HP,Firmicutes,0.32475,1
71HP,Firmicutes,0.12446,1
71HP,Firmicutes,0.0734,1
71HP,Firmicutes,0.15593,1
71HP,Firmicutes,2.51786,1
71HP,Firmicutes,2.2788,1
71HP,Firmicutes,0.00978,1
72HP,Firmicutes,0.15032,2
72HP,Verrucomicrobia,0.01134,2
72HP,Bacteroidetes,0.10411,2
72HP,Bacteroidetes,0.10163,2
72HP,Bacteroidetes,0.19476,2
72HP,Bacteroidetes,0.03594,2
72HP,Bacteroidetes,0.27805,2
72HP,Firmicutes,19.81851,2
72HP,Firmicutes,0.18225,2
72HP,Firmicutes,0.44496,2
72HP,Actinobacteria,0.02124,2
72HP,Firmicutes,0.10547,2
72HP,Firmicutes,0.65206,2
72HP,Firmicutes,0.26523,2
72HP,Firmicutes,1.76608,2
72HP,Proteobacteria,2.54082,2
72HP,Firmicutes,0.47034,2
72HP,Firmicutes,0.2414,2
72HP,Firmicutes,0.3602,2
72HP,Firmicutes,0.01208,2
72HP,Firmicutes,0.18231,2
72HP,Firmicutes,1.27318,2
72HP,Firmicutes,3.29678,2
72HP,Proteobacteria,0.07079,2
72HP,Firmicutes,0.0084,2
72HP,Euryarchaeota,0.578,2
72HP,Euryarchaeota,0.67296,2
72HP,Firmicutes,0.12208,2
72HP,Firmicutes,0.01917,2
72HP,Bacteroidetes,57.99593,2
72HP,Bacteroidetes,0.78925,2
72HP,Firmicutes,0.40459,2
72HP,Firmicutes,0.55173,2
72HP,Firmicutes,0.15883,2
72HP,Firmicutes,0.00483,2
72HP,Firmicutes,0.06296,2
72HP,Firmicutes,0.17866,2
72HP,Firmicutes,2.11701,2
72HP,Firmicutes,2.1658,2
72HP,Proteobacteria,0.03253,2
72HP,Firmicutes,0.0305,2
73HP,Bacteroidetes,0.00564,1
73HP,Bacteroidetes,0.23823,1
73HP,Bacteroidetes,0.08211,1
73HP,Bacteroidetes,7.25542,1
73HP,Bacteroidetes,1.11202,1
73HP,Firmicutes,0.21065,1
73HP,Bacteroidetes,0.52698,1
73HP,Bacteroidetes,2.83626,1
73HP,Bacteroidetes,0.16248,1
73HP,Bacteroidetes,0.20535,1
73HP,Bacteroidetes,0.54998,1
73HP,Bacteroidetes,0.25226,1
73HP,Bacteroidetes,0.01059,1
73HP,Bacteroidetes,0.78455,1
73HP,Bacteroidetes,0.59471,1
73HP,Bacteroidetes,0.92635,1
73HP,Bacteroidetes,3.45434,1
73HP,Bacteroidetes,0.11706,1
73HP,Bacteroidetes,0.4397,1
73HP,Actinobacteria,0.41842,1
73HP,Firmicutes,0.36451,1
73HP,Firmicutes,2.44076,1
73HP,Firmicutes,0.35627,1
73HP,Firmicutes,0.39122,1
73HP,Firmicutes,2.69051,1
73HP,Firmicutes,1.33809,1
73HP,Firmicutes,0.66771,1
73HP,Firmicutes,0.53105,1
73HP,Firmicutes,8.17678,1
73HP,Firmicutes,0.52582,1
73HP,Firmicutes,29.28295,1
73HP,Proteobacteria,0.49474,1
73HP,Firmicutes,0.03367,1
73HP,Firmicutes,0.04032,1
73HP,Firmicutes,0.34303,1
73HP,Firmicutes,0.53765,1
73HP,Bacteroidetes,0.79358,1
73HP,Firmicutes,0.15077,1
73HP,Bacteroidetes,0.91092,1
73HP,Firmicutes,1.73961,1
73HP,Bacteroidetes,9.02802,1
73HP,Firmicutes,0.45108,1
73HP,Firmicutes,2.19,1
73HP,Firmicutes,0.64069,1
73HP,Firmicutes,1.04623,1
73HP,Firmicutes,0.78688,1
73HP,Firmicutes,2.34307,1
73HP,Firmicutes,1.60386,1
73HP,Firmicutes,1.37854,1
73HP,Firmicutes,5.08238,1
73HP,Firmicutes,0.52003,1
73HP,Firmicutes,0.95167,1
73HP,Firmicutes,0.13033,1
74HP,Bacteroidetes,0.05578,2
74HP,Bacteroidetes,0.05565,2
74HP,Bacteroidetes,5.87329,2
74HP,Bacteroidetes,1.81538,2
74HP,Firmicutes,0.01544,2
74HP,Bacteroidetes,0.78219,2
74HP,Bacteroidetes,8.01534,2
74HP,Bacteroidetes,0.30266,2
74HP,Bacteroidetes,0.74877,2
74HP,Bacteroidetes,0.52354,2
74HP,Bacteroidetes,7.13748,2
74HP,Bacteroidetes,2.85861,2
74HP,Bacteroidetes,3.58401,2
74HP,Bacteroidetes,20.24177,2
74HP,Bacteroidetes,0.10325,2
74HP,Bacteroidetes,0.4005,2
74HP,Firmicutes,0.0062,2
74HP,Actinobacteria,0.06197,2
74HP,Firmicutes,0.26595,2
74HP,Firmicutes,0.22382,2
74HP,Firmicutes,0.09531,2
74HP,Firmicutes,0.05894,2
74HP,Proteobacteria,1.06943,2
74HP,Firmicutes,7.5367,2
74HP,Firmicutes,0.15644,2
74HP,Firmicutes,0.16441,2
74HP,Firmicutes,0.25959,2
74HP,Firmicutes,17.52634,2
74HP,Firmicutes,0.14273,2
74HP,Proteobacteria,0.34557,2
74HP,Proteobacteria,0.08893,2
74HP,Firmicutes,0.04721,2
74HP,Firmicutes,0.01566,2
74HP,Firmicutes,0.05249,2
74HP,Firmicutes,0.11947,2
74HP,Bacteroidetes,0.69126,2
74HP,Firmicutes,0.69114,2
74HP,Bacteroidetes,0.37653,2
74HP,Bacteroidetes,1.30944,2
74HP,Bacteroidetes,2.30595,2
74HP,Firmicutes,2.01104,2
74HP,Firmicutes,0.04442,2
74HP,Firmicutes,3.90606,2
74HP,Firmicutes,0.14853,2
74HP,Firmicutes,1.01881,2
74HP,Firmicutes,0.82925,2
74HP,Firmicutes,1.93496,2
74HP,Firmicutes,1.3564,2
74HP,Firmicutes,0.45182,2
76HP,Bacteroidetes,0.00248,2
76HP,Bacteroidetes,0.04165,2
76HP,Bacteroidetes,0.0029,2
76HP,Bacteroidetes,0.35363,2
76HP,Firmicutes,1.57654,2
76HP,Bacteroidetes,0.03334,2
76HP,Bacteroidetes,0.17669,2
76HP,Bacteroidetes,0.0958,2
76HP,Bacteroidetes,0.01996,2
76HP,Firmicutes,61.80501,2
76HP,Firmicutes,0.09151,2
76HP,Firmicutes,4.32517,2
76HP,Firmicutes,0.16197,2
76HP,Firmicutes,0.02198,2
76HP,Firmicutes,0.04645,2
76HP,Firmicutes,0.12871,2
76HP,Firmicutes,0.00086,2
76HP,Firmicutes,0.0962,2
76HP,Firmicutes,0.06011,2
76HP,Firmicutes,0.0724,2
76HP,Firmicutes,7.46392,2
76HP,Proteobacteria,0.04675,2
76HP,Firmicutes,0.03825,2
76HP,Firmicutes,0.02566,2
76HP,Bacteroidetes,0.31472,2
76HP,Firmicutes,1.0305,2
76HP,Bacteroidetes,16.93525,2
76HP,Bacteroidetes,0.47498,2
76HP,Firmicutes,0.11763,2
76HP,Firmicutes,0.03537,2
76HP,Firmicutes,0.02856,2
76HP,Firmicutes,0.05978,2
76HP,Firmicutes,1.37809,2
76HP,Firmicutes,0.26467,2
76HP,Firmicutes,0.10808,2
76HP,Firmicutes,2.36344,2
77HP,Verrucomicrobia,0.20769,1
77HP,Bacteroidetes,0.42442,1
77HP,Bacteroidetes,0.26789,1
77HP,Firmicutes,0.09246,1
77HP,Bacteroidetes,0.00125,1
77HP,Bacteroidetes,0.26031,1
77HP,Bacteroidetes,0.81106,1
77HP,Bacteroidetes,1.33372,1
77HP,Bacteroidetes,0.00379,1
77HP,Bacteroidetes,0.76947,1
77HP,Bacteroidetes,1.04115,1
77HP,Bacteroidetes,0.27412,1
77HP,Bacteroidetes,0.87173,1
77HP,Actinobacteria,0.24508,1
77HP,Firmicutes,0.09979,1
77HP,Firmicutes,0.00328,1
77HP,Firmicutes,0.01154,1
77HP,Firmicutes,4.75561,1
77HP,Firmicutes,0.21974,1
77HP,Firmicutes,0.28275,1
77HP,Firmicutes,0.14781,1
77HP,Firmicutes,0.38884,1
77HP,Firmicutes,0.00283,1
77HP,Proteobacteria,0.36524,1
77HP,Firmicutes,2.53478,1
77HP,Firmicutes,0.49096,1
77HP,Firmicutes,0.03163,1
77HP,Firmicutes,0.24648,1
77HP,Firmicutes,0.19446,1
77HP,Firmicutes,16.01334,1
77HP,Firmicutes,0.07706,1
77HP,Firmicutes,0.13764,1
77HP,Firmicutes,2.42436,1
77HP,Euryarchaeota,0.94295,1
77HP,Euryarchaeota,0.14028,1
77HP,Firmicutes,0.04131,1
77HP,Bacteroidetes,0.3935,1
77HP,Firmicutes,0.64491,1
77HP,Bacteroidetes,0.14519,1
77HP,Bacteroidetes,0.25802,1
77HP,Firmicutes,1.98046,1
77HP,Bacteroidetes,36.28825,1
77HP,Bacteroidetes,0.11506,1
77HP,Firmicutes,0.02524,1
77HP,Firmicutes,0.17873,1
77HP,Firmicutes,1.93753,1
77HP,Firmicutes,2.67854,1
77HP,Firmicutes,0.49716,1
77HP,Firmicutes,0.12104,1
77HP,Firmicutes,1.56281,1
77HP,Firmicutes,0.06912,1
77HP,Firmicutes,0.17036,1
77HP,Firmicutes,14.49529,1
78HP,Bacteroidetes,0.22093,2
78HP,Bacteroidetes,0.04881,2
78HP,Firmicutes,0.01365,2
78HP,Bacteroidetes,0.00379,2
78HP,Bacteroidetes,0.08571,2
78HP,Bacteroidetes,0.95197,2
78HP,Bacteroidetes,0.93043,2
78HP,Bacteroidetes,0.00043,2
78HP,Bacteroidetes,0.36501,2
78HP,Bacteroidetes,0.60573,2
78HP,Bacteroidetes,0.23019,2
78HP,Bacteroidetes,0.69424,2
78HP,Bacteroidetes,0.01081,2
78HP,Actinobacteria,0.02412,2
78HP,Firmicutes,0.0615,2
78HP,Firmicutes,0.05275,2
78HP,Firmicutes,0.0481,2
78HP,Firmicutes,0.05647,2
78HP,Firmicutes,0.05088,2
78HP,Proteobacteria,0.12219,2
78HP,Firmicutes,0.06985,2
78HP,Firmicutes,0.05659,2
78HP,Firmicutes,0.08305,2
78HP,Firmicutes,0.28582,2
78HP,Firmicutes,2.65847,2
78HP,Firmicutes,0.24836,2
78HP,Firmicutes,0.00156,2
78HP,Firmicutes,0.00474,2
78HP,Firmicutes,0.178,2
78HP,Firmicutes,2.88181,2
78HP,Euryarchaeota,0.01092,2
78HP,Bacteroidetes,0.40054,2
78HP,Firmicutes,0.32635,2
78HP,Bacteroidetes,0.20935,2
78HP,Bacteroidetes,0.31249,2
78HP,Bacteroidetes,0.05985,2
78HP,Firmicutes,2.03977,2
78HP,Bacteroidetes,78.432,2
78HP,Bacteroidetes,0.88108,2
78HP,Firmicutes,0.00524,2
78HP,Firmicutes,0.32314,2
78HP,Firmicutes,0.7309,2
78HP,Firmicutes,0.75488,2
78HP,Firmicutes,0.02617,2
78HP,Firmicutes,0.02919,2
78HP,Firmicutes,0.8995,2
78HP,Firmicutes,0.0018,2
78HP,Firmicutes,0.00166,2
78HP,Firmicutes,2.37988,2
79HP,Bacteroidetes,0.04071,1
79HP,Bacteroidetes,0.00591,1
79HP,Bacteroidetes,0.52347,1
79HP,Bacteroidetes,0.07617,1
79HP,Firmicutes,0.19936,1
79HP,Bacteroidetes,0.78525,1
79HP,Bacteroidetes,0.00299,1
79HP,Bacteroidetes,0.00828,1
79HP,Bacteroidetes,0.12995,1
79HP,Bacteroidetes,0.08518,1
79HP,Bacteroidetes,0.28852,1
79HP,Bacteroidetes,0.15949,1
79HP,Bacteroidetes,0.65917,1
79HP,Bacteroidetes,0.0423,1
79HP,Actinobacteria,0.11458,1
79HP,Firmicutes,0.05066,1
79HP,Firmicutes,0.02177,1
79HP,Firmicutes,0.05971,1
79HP,Firmicutes,0.00511,1
79HP,Actinobacteria,0.11362,1
79HP,Firmicutes,0.70089,1
79HP,Firmicutes,1.02013,1
79HP,Firmicutes,0.62465,1
79HP,Firmicutes,0.12192,1
79HP,Firmicutes,0.01174,1
79HP,Proteobacteria,0.03017,1
79HP,Firmicutes,0.7126,1
79HP,Firmicutes,0.58648,1
79HP,Firmicutes,0.43348,1
79HP,Firmicutes,1.9026,1
79HP,Firmicutes,34.89924,1
79HP,Proteobacteria,0.09945,1
79HP,Firmicutes,3.07095,1
79HP,Firmicutes,0.16023,1
79HP,Firmicutes,0.00595,1
79HP,Firmicutes,0.0809,1
79HP,Firmicutes,0.33889,1
79HP,Bacteroidetes,0.03561,1
79HP,Bacteroidetes,0.32889,1
79HP,Bacteroidetes,0.42916,1
79HP,Bacteroidetes,0.40652,1
79HP,Bacteroidetes,7.6365,1
79HP,Firmicutes,10.64224,1
79HP,Firmicutes,0.11887,1
79HP,Firmicutes,4.90076,1
79HP,Firmicutes,0.0109,1
79HP,Firmicutes,0.99394,1
79HP,Firmicutes,6.39239,1
79HP,Firmicutes,4.33963,1
79HP,Firmicutes,0.08755,1
79HP,Firmicutes,0.37898,1
79HP,Firmicutes,13.86711,1
79HP,Proteobacteria,0.04575,1
79HP,Firmicutes,0.05844,1
7HP,Verrucomicrobia,0.45113,3
7HP,Bacteroidetes,0.30853,3
7HP,Bacteroidetes,0.1592,3
7HP,Bacteroidetes,0.80957,3
7HP,Bacteroidetes,0.29162,3
7HP,Firmicutes,0.04734,3
7HP,Bacteroidetes,1.61453,3
7HP,Bacteroidetes,0.31155,3
7HP,Bacteroidetes,0.66838,3
7HP,Bacteroidetes,0.90282,3
7HP,Bacteroidetes,0.14775,3
7HP,Bacteroidetes,33.42985,3
7HP,Bacteroidetes,0.89352,3
7HP,Bacteroidetes,0.07254,3
7HP,Bacteroidetes,0.36307,3
7HP,Firmicutes,0.09849,3
7HP,Firmicutes,0.3536,3
7HP,Firmicutes,0.06082,3
7HP,Firmicutes,0.69523,3
7HP,Firmicutes,0.00417,3
7HP,Firmicutes,0.06309,3
