variable,phyla,value,point_number
96HP,Actinobacteria,0.08233,2
96HP,Firmicutes,0.00822,2
96HP,Firmicutes,0.06608,2
96HP,Firmicutes,0.10812,2
96HP,Firmicutes,0.03089,2
96HP,Firmicutes,0.21117,2
96HP,Proteobacteria,0.08571,2
96HP,Firmicutes,0.0041,2
96HP,Firmicutes,11.10417,2
96HP,Firmicutes,0.05922,2
96HP,Firmicutes,0.37585,2
96HP,Firmicutes,3.4361,2
96HP,Firmicutes,0.13552,2
96HP,Firmicutes,1.39524,2
96HP,Firmicutes,0.00309,2
96HP,Firmicutes,1.84182,2
96HP,Firmicutes,0.00733,2
96HP,Firmicutes,0.15945,2
96HP,Firmicutes,1.24245,2
96HP,Bacteroidetes,0.10265,2
96HP,Bacteroidetes,0.01304,2
96HP,Bacteroidetes,2.84135,2
96HP,Bacteroidetes,0.65457,2
96HP,Bacteroidetes,1.84453,2
96HP,Bacteroidetes,0.04626,2
96HP,Bacteroidetes,19.95272,2
96HP,Firmicutes,9.18955,2
96HP,Firmicutes,1.87964,2
96HP,Firmicutes,1.23749,2
96HP,Firmicutes,0.45975,2
96HP,Firmicutes,0.03265,2
96HP,Firmicutes,0.15761,2
96HP,Firmicutes,0.9943,2
96HP,Firmicutes,1.32472,2
96HP,Firmicutes,0.0072,2
96HP,Firmicutes,0.2026,2
96HP,Firmicutes,0.94203,2
96HP,Proteobacteria,3.2238,2
97HP,Verrucomicrobia,0.39322,1
97HP,Bacteroidetes,0.37456,1
97HP,Bacteroidetes,0.0054,1
97HP,Bacteroidetes,0.09091,1
97HP,Bacteroidetes,1.12315,1
97HP,Bacteroidetes,0.2425,1
97HP,Bacteroidetes,0.05306,1
97HP,Bacteroidetes,0.14207,1
97HP,Bacteroidetes,0.38812,1
97HP,Bacteroidetes,0.55375,1
97HP,Bacteroidetes,0.31001,1
97HP,Bacteroidetes,0.00524,1
97HP,Bacteroidetes,7.02177,1
97HP,Bacteroidetes,0.24232,1
97HP,Bacteroidetes,0.34043,1
97HP,Bacteroidetes,0.22368,1
97HP,Bacteroidetes,0.25685,1
97HP,Bacteroidetes,37.6822,1
97HP,Bacteroidetes,5.63755,1
97HP,Bacteroidetes,0.04753,1
97HP,Bacteroidetes,0.35037,1
97HP,Actinobacteria,0.40217,1
97HP,Actinobacteria,0.13434,1
97HP,Firmicutes,0.49431,1
97HP,Firmicutes,0.32739,1
97HP,Firmicutes,0.04286,1
97HP,Actinobacteria,0.0406,1
97HP,Firmicutes,0.23483,1
97HP,Firmicutes,0.28751,1
97HP,Firmicutes,0.07844,1
97HP,Firmicutes,0.096,1
97HP,Firmicutes,0.00953,1
97HP,Proteobacteria,0.0503,1
97HP,Firmicutes,0.20783,1
97HP,Firmicutes,0.07702,1
97HP,Firmicutes,0.18758,1
97HP,Firmicutes,0.02579,1
97HP,Firmicutes,19.09727,1
97HP,Firmicutes,0.44295,1
97HP,Firmicutes,0.08876,1
97HP,Firmicutes,4.36278,1
97HP,Proteobacteria,0.02755,1
97HP,Firmicutes,0.27184,1
97HP,Firmicutes,0.01255,1
97HP,Firmicutes,0.27949,1
97HP,Firmicutes,0.05892,1
97HP,Bacteroidetes,0.63182,1
97HP,Firmicutes,0.03678,1
97HP,Bacteroidetes,0.4964,1
97HP,Bacteroidetes,2.04872,1
97HP,Bacteroidetes,0.27328,1
97HP,Bacteroidetes,0.69453,1
97HP,Firmicutes,2.82012,1
97HP,Bacteroidetes,0.1073,1
97HP,Firmicutes,0.49257,1
97HP,Firmicutes,2.26474,1
97HP,Firmicutes,1.38029,1
97HP,Firmicutes,0.28851,1
97HP,Firmicutes,0.90333,1
97HP,Firmicutes,0.70804,1
97HP,Firmicutes,0.08316,1
97HP,Firmicutes,0.61337,1
97HP,Firmicutes,0.8086,1
97HP,Firmicutes,0.04073,1
97HP,Firmicutes,0.07487,1
97HP,Firmicutes,1.27768,1
97HP,Proteobacteria,0.34609,1
97HP,Firmicutes,0.0186,1
98HP,Bacteroidetes,0.07928,2
98HP,Bacteroidetes,3.81564,2
98HP,Bacteroidetes,1.05452,2
98HP,Bacteroidetes,0.01289,2
98HP,Bacteroidetes,23.23469,2
98HP,Bacteroidetes,0.05504,2
98HP,Bacteroidetes,0.01758,2
98HP,Bacteroidetes,0.00936,2
98HP,Bacteroidetes,0.00819,2
98HP,Bacteroidetes,0.18694,2
98HP,Bacteroidetes,10.58727,2
98HP,Bacteroidetes,15.71683,2
98HP,Bacteroidetes,0.10622,2
98HP,Bacteroidetes,0.8708,2
98HP,Firmicutes,0.02995,2
98HP,Firmicutes,0.04696,2
98HP,Firmicutes,9.49341,2
98HP,Firmicutes,0.05974,2
98HP,Firmicutes,0.05939,2
98HP,Firmicutes,0.01409,2
98HP,Firmicutes,0.11847,2
98HP,Firmicutes,0.72714,2
98HP,Proteobacteria,8.69765,2
98HP,Firmicutes,0.02366,2
98HP,Firmicutes,0.03717,2
98HP,Firmicutes,0.01642,2
98HP,Firmicutes,0.00288,2
98HP,Firmicutes,0.32729,2
98HP,Firmicutes,0.04607,2
98HP,Firmicutes,0.08281,2
98HP,Firmicutes,0.04659,2
98HP,Firmicutes,0.09574,2
98HP,Bacteroidetes,18.66025,2
98HP,Proteobacteria,0.09552,2
98HP,Firmicutes,0.96059,2
98HP,Bacteroidetes,0.0262,2
98HP,Firmicutes,0.10394,2
98HP,Firmicutes,0.25258,2
98HP,Firmicutes,0.00813,2
98HP,Firmicutes,0.10557,2
98HP,Firmicutes,2.05964,2
98HP,Firmicutes,0.09817,2
98HP,Firmicutes,0.19358,2
98HP,Firmicutes,0.5443,2
98HP,Firmicutes,0.40229,2
9HP,Bacteroidetes,2.2994,2
9HP,Bacteroidetes,1.3753,2
9HP,Bacteroidetes,44.76246,2
9HP,Bacteroidetes,0.00354,2
9HP,Bacteroidetes,0.64219,2
9HP,Bacteroidetes,14.78437,2
9HP,Bacteroidetes,0.03791,2
9HP,Firmicutes,1.17249,2
9HP,Firmicutes,0.33777,2
9HP,Firmicutes,0.29719,2
9HP,Firmicutes,0.19713,2
9HP,Firmicutes,0.82105,2
9HP,Proteobacteria,0.15223,2
9HP,Firmicutes,0.01556,2
9HP,Firmicutes,0.11663,2
9HP,Firmicutes,1.04404,2
9HP,Firmicutes,4.25299,2
9HP,Firmicutes,3.8996,2
9HP,Firmicutes,5.4028,2
9HP,Firmicutes,0.43822,2
9HP,Firmicutes,0.00363,2
9HP,Firmicutes,0.38079,2
9HP,Bacteroidetes,2.15735,2
9HP,Bacteroidetes,0.00246,2
9HP,Bacteroidetes,0.26661,2
9HP,Firmicutes,2.22789,2
9HP,Firmicutes,1.69178,2
9HP,Firmicutes,1.34712,2
9HP,Firmicutes,0.1265,2
9HP,Firmicutes,0.17942,2
9HP,Firmicutes,2.21459,2
9HP,Firmicutes,0.23923,2
9HP,Firmicutes,0.47503,2
9HP,Firmicutes,4.32436,2
