	alien-11-0-0	alien-11-60-0	kazan5500_2015_05_26_1_L04_25HP_F3	kazan5500_2015_05_26_1_L06_41HP_F3	kazan5500_2015_05_26_1_L06_43HP_F3	kazan5500_2015_06_20_1_L01_50HP_F3	kazan5500_2015_06_20_1_L01_59HP_F3	kazan5500_2015_11_27_1_L02_58HP_F3	kazan5500_2015_11_27_1_L05_88HP_F3	kazan5500_2015_11_27_1_L06_98HP_F3	kazan5500_2015_12_11_L01_70HP_F3	kazan5500_2016_04_22_1_L01_115HP_F3	kazan5500_2016_04_22_1_L01_119HP_F3	kazan5500_2016_05_31_HP_A_L02_163HP_F3	kazan5500_2016_05_31_HP_A_L03_160HP_F3	kazan5500_2016_05_31_HP_A_L03_164HP_F3	scavenger-11-0-0
g029282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029284	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029287	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029288	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029320	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029322	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1
g029327	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
g029333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029346	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1
g029348	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g029350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029352	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029359	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
g029360	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
g029361	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g029365	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g029370	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029374	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g029389	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g029394	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g029396	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
g029401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029431	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0
g029435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029449	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
g029450	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0
g029454	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g029458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029460	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0
g029463	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g029464	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g029466	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
g029469	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029471	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0
g029473	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g029474	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029484	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1
g029485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029490	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029494	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g029497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029503	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g029509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029510	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
g029511	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
g029512	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
g029513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
g029519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029522	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029527	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g029531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029533	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g029534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029535	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g029536	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g029537	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g029538	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g029539	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g029541	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g029542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029544	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g029548	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029580	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029586	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g029604	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029612	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029640	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029641	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029642	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029643	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029644	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029645	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029646	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029682	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
g029686	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029730	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029731	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029733	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029745	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g029752	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g029763	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0
g029764	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029765	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029766	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029767	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029768	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029769	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029770	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029771	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029772	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029773	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029774	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029775	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029776	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029777	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029778	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029780	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029782	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029785	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029786	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029787	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029788	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029789	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029790	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029791	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029792	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
g029795	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0
g029796	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029797	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029798	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029799	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029800	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029801	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029802	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029803	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029804	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029805	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029806	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029807	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029817	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
g029820	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029821	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029822	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029823	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g029824	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
g029826	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029827	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029828	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029829	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g029830	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029831	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029841	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029843	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029844	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029845	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g029846	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029847	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029848	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029850	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029851	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029852	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029853	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029854	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029855	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
g029856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g029857	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029860	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029861	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029862	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029863	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g029864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029865	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029869	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029872	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029874	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g029875	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029876	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029877	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g029878	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029881	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029882	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029883	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g029884	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029885	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g029886	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g029887	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029888	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029889	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029891	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g029892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029893	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
g029894	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g029902	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g029907	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1
g029909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029910	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
g029911	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029912	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029913	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029914	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029915	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029916	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029917	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029918	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029919	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029920	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029921	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029922	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g029925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g029940	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1
g029941	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029942	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g029943	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029944	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029945	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029946	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029947	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029949	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g029950	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029951	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g029953	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g029954	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029955	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029956	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
g029957	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029958	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029960	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g029961	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029962	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029963	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029964	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029965	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029966	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029967	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029968	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029969	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029970	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029971	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029972	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029973	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029974	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029975	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029976	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029977	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029978	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029979	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g029981	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029982	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029983	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029984	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029985	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029986	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029987	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g029988	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029989	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029990	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g029991	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0
g029992	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g029993	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g029994	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g029999	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030000	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030001	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030002	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030003	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030004	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030005	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030009	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g030010	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030011	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030012	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g030013	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030014	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030015	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030016	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030017	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030018	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g030019	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030020	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g030028	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030029	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030031	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030032	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g030036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030040	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030041	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030044	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g030046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030047	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030048	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030049	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
g030051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030052	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030053	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g030054	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030055	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030059	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
g030060	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g030061	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0
g030062	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g030063	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g030064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030065	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030067	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
g030068	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g030069	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g030070	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g030071	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g030072	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g030073	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030074	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g030076	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030077	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030083	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
g030084	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030086	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030088	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030090	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030091	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g030092	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030096	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g030097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030106	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030110	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030118	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030119	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g030125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030129	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030144	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030149	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030150	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030152	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030154	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
